ÇØ¼ö¼öÁú±âÁØ,ÀúÃþ¼ö¿Â,ÀúÃþ¿°ºÐ,ÀúÃþDO,Ç¥ÃþDIN,Ç¥ÃþDIP,Ç¥ÃþChl-a,Ç¥ÃþÅõ¸íµµ,¼ö°Å·®,¼ö°Å·®2,Á¤È­¸éÀû,ÀÏº°Ã³¸®·®,½Ã¼³¿ë·®(Åæ/ÀÏ)(A),¹æ·ùBOD(mg/L)Æò±Õ,"Æò±Õ
Ã³¸®È¿À²
(%)",¹æ·ùCOD(mg/L)Æò±Õ,¹æ·ùSS(mg/L)Æò±Õ,¹æ·ùT-N(mg/L)Æò±Õ,¹æ·ùT-P(mg/L)Æò±Õ,¹æ·ù´ëÀå±Õ±º¼ö(°³/mL)Æò±Õ
1,18.7021,33.0728,7.63,58.163,7.843,2.38,1.5,660.7142857,110.635,325.75,162.3068493,475,2.15,0.988953054,10.15,4.2,11.3835,1.382,398.15
1,17.9119,33.3409,8.17,118.521,12.834,2.14,1,660.7142857,110.635,325.75,162.3068493,475,2.15,0.988953054,10.15,4.2,11.3835,1.382,398.15
1,18.3639,32.6828,7.24,127.82,15.14866667,1.62,7.8,660.7142857,110.635,325.75,63.15068493,400,28.6,0.825503356,32.4,7.7,50.8,2.15,2512.9
1,17.63,32.72,7.4,160.743333,17.639,1.816,6.9,660.7142857,110.635,325.75,63.15068493,400,28.6,0.825503356,32.4,7.7,50.8,2.15,2512.9
1,18.7414,32.6777,7.27,72.478,13.30933333,3.733333333,5.2,660.7142857,110.635,325.75,63.15068493,400,28.6,0.825503356,32.4,7.7,50.8,2.15,2512.9
1,19.6034,32.739,7.45,29.451333,10.27133333,2.56,5.2,660.7142857,110.635,325.75,63.15068493,400,28.6,0.825503356,32.4,7.7,50.8,2.15,2512.9
2,18.4,31.91,8.304265616,4.593,2.728,3.46,3.1,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,21.7995,32.3265,7.883156812,5.396,2.728,3.47,1,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,22.4148,32.4076,8.33795432,5.966,2.728,4.46,0.4,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
3,21.5239,32.5658,8.33795432,12.765,6.51,5.66,0.1,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.6188,31.7569,8.253732559,1.134,2.263,1.448,5,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.271,31.9758,8.860129237,1.441,2.573,2.232,2.8,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,14.6271,32.0029,8.944350998,1.247,1.488,0.702,7.3,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,19.3553,31.8136,8.556930898,1.379,1.767,0.684,8,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,17.3159,31.89,8.506397842,3.258,1.86,1.344,6.5,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,17.5205,31.9003,8.506397842,2.273,2.542,1.68,4.7,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.9434,31.9331,8.826440533,1.882,1.581,0.956,5,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,17.1091,31.7647,8.169510799,2.622,1.984,2.1,4.9,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
3,20.9242,29.4211,6.805118273,202.626,25.885,6.61,0.5,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
4,19.7427,30.6857,6.788273921,112.437,17.856,4.96,0.6,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
2,18.3698,31.328,7.377826247,113.591,13.547,3.148,1.6,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
2,18.1168,31.554,7.765246347,58.426,8.029,3.176,2.2,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
2,19.6122,31.5993,8.10213339,6.6,3.317,7.88,1.5,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
1,17.6442,32.0078,8.33795432,4.304,1.643,0.896,3.1,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
1,17.107,32.0326,8.321109968,3.864,2.139,1.088,2.7,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
2,18.2678,31.8436,7.916845516,5.037,1.922,2.872,2.5,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
1,16.0164,31.89,8.135822094,0.824,1.55,1.264,4,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
1,14.4244,31.9189,8.439020433,1.351,1.55,0.574,5,3641.666667,120.83,645.6428571,11603.42877,15150,2.6,0.981944992,12.95,3.8,11.0625,0.31,23.9
1,16.0481,32.09,8.759063124,2.214,2.759,1.944,3.2,2415.868263,59.76,74.9,277.9324201,533.3333333,2.439315068,0.982385404,5.461856566,2.633535354,10.1741798,0.608279091,313.7214612
1,16.8052,32.1025,8.657997011,3.139,2.852,1.244,3,2415.868263,59.76,74.9,277.9324201,533.3333333,2.439315068,0.982385404,5.461856566,2.633535354,10.1741798,0.608279091,313.7214612
1,15.8252,32.0943,8.607463955,3.437,2.821,0.46,4.1,2415.868263,59.76,74.9,277.9324201,533.3333333,2.439315068,0.982385404,5.461856566,2.633535354,10.1741798,0.608279091,313.7214612
1,16.0729,32.0697,8.422176081,2.11,2.666,0.588,3.9,2415.868263,59.76,74.9,277.9324201,533.3333333,2.439315068,0.982385404,5.461856566,2.633535354,10.1741798,0.608279091,313.7214612
1,16.5938,32.1394,7.428359303,1.01,2.542,1.352,3,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.2606,32.102,8.422176081,8.21,4.278,1.814,5,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.1406,32.0998,8.775907476,1.236,3.162,1.114,5,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.2347,32.0966,8.775907476,2.479,3.224,1.844,3,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.9226,32.0962,8.860129237,1.436,2.821,1.536,3.2,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.1363,32.0977,8.624308307,1.374,3.937,1.074,5.3,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.2664,32.0907,8.809596181,1.445,3.689,2.092,3,2415.868263,66.81,523.4,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,10.2285,32.0622,10.05607824,144.02,14.57,2.5,2.5,2415.868263,456.29,53,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,10.6016,32.0729,10.12345565,139.088,15.686,1.856,2.8,2415.868263,456.29,53,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.0328,32.1079,9.82025731,4.107,3.1,1.116,6,2415.868263,456.29,53,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.7569,32.1236,9.432837211,1.277,3.255,2.16,6,2415.868263,456.29,53,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,13.9985,32.1077,9.853946015,3.038,3.596,0.642,5.6,2415.868263,456.29,53,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,11.3211,32.048,9.837101663,130.543,14.012,3.668,1.6,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,10.9704,32.0441,9.887634719,146.37,14.973,4.08,1.7,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,10.7093,32.0312,10.02238954,131.659,14.291,2.728,3.2,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,11.4683,32.0565,9.938167776,124.654,13.764,3.068,1.9,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,11.408,32.0566,10.02238954,133.592,14.477,3.256,2.1,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,11.0242,32.0104,9.853946015,131.838,13.795,2.12,3.1,2415.868263,120.83,645.6428571,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,13.2951,31.8558,9.432837211,83.712,6.479,3.636,1.5,450,120.83,645.6428571,3158.547945,12000,2.839,0.982825166,9.6,2.7,9.223,0.226,84
1,12.3119,31.9356,9.399148506,99.207,8.649,2.408,3,450,120.83,645.6428571,3158.547945,12000,2.839,0.982825166,9.6,2.7,9.223,0.226,84
2,12.6933,31.8974,9.567592028,91.31,8.029,3.436,2,450,120.83,645.6428571,3158.547945,12000,2.839,0.982825166,9.6,2.7,9.223,0.226,84
2,11.0799,31.9983,9.73603555,123.983,11.687,4,2.1,450,120.83,645.6428571,3158.547945,12000,2.839,0.982825166,9.6,2.7,9.223,0.226,84
2,12.319,31.8994,9.601280732,107.961,9.517,4.28,2.5,2415.868263,120.83,645.6428571,29748.42622,41100,1.704281973,0.989865755,7.802251099,1.454853651,7.171339083,0.296115253,184.088738
2,12.4871,31.8849,9.567592028,90.678,6.882,5.72,2.3,2415.868263,120.83,645.6428571,29748.42622,41100,1.704281973,0.989865755,7.802251099,1.454853651,7.171339083,0.296115253,184.088738
2,13.2114,31.8431,9.365459802,81.567,7.099,3.212,2.2,2415.868263,120.83,645.6428571,29748.42622,41100,1.704281973,0.989865755,7.802251099,1.454853651,7.171339083,0.296115253,184.088738
2,15.3557,31.4153,8.439020433,57.16,4.557,4.56,1.9,2415.868263,120.83,645.6428571,29748.42622,41100,1.704281973,0.989865755,7.802251099,1.454853651,7.171339083,0.296115253,184.088738
2,13.8966,31.7727,9.045417111,56.395,6.231,3.636,2,2415.868263,120.83,645.6428571,29748.42622,41100,1.704281973,0.989865755,7.802251099,1.454853651,7.171339083,0.296115253,184.088738
4,16.2095,30.0142,8.10213339,556.6680333,22.568,5.16,0.3,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,15.8707,30.5663,8.10213339,383.5439967,19.27166667,5.18,0.7,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,15.7599,30.7464,8.270576911,323.5820033,12.54466667,1.36,0.6,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,15.4385,31.0882,8.439020433,289.20733,13.31966667,5.41,0.9,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,15.1665,31.1693,8.57377525,284.452,32.581,7.03,0.3,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,14.5613,31.533,9.803412958,131.36667,7.564,10.28,1.3,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,14.4397,31.4502,9.19701628,188.9626633,13.609,11.4,0.6,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,14.6515,31.5384,9.601280732,137.5733333,9.672,7.08,0.9,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.9513,31.6082,9.82025731,123.3960033,6.944,4.84,2.7,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,14.3781,31.4781,9.11279452,169.52733,13.082,8.28,1,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.366,31.6946,9.870790367,115.56067,8.308,4.76,1.2,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.1676,31.742,9.82025731,116.708667,8.37,8.44,1.9,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,12.354,31.8416,9.786568606,98.158667,8.68,4.52,1.1,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,11.621,31.9064,9.887634719,125.547333,10.85,5.24,1.3,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,12.4778,31.8122,9.904479071,108.238667,8.37,6.24,1.7,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
3,14.2817,31.5959,9.533903324,145.02133,8.835,5.56,0.9,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.9467,31.65,9.685502493,104.57067,5.921,5.08,1.1,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,12.9909,31.734,9.786568606,111.234667,6.696,5.08,1.8,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.7339,31.6312,9.82025731,120.932,5.673,7.96,1.8,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.4025,31.6934,10.00554518,109.69933,4.991,6.76,1.9,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.3856,31.6941,9.870790367,111.351333,5.921,6.28,1.2,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.8547,31.6375,9.634969437,109.18133,5.301,5.2,2.8,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,13.6363,31.6448,9.702346845,96.42266633,5.208,2.912,2.7,2377.06422,65.09,20.2,1765.405479,3000,5.3,0.986789631,14.4,1.9,11.884,0.701,1
2,18.9388,31.655,7.982849704,58.733,4.061,2.44,1.5,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,16.1075,31.5843,8.532217255,73.506,4.96,2.32,1.9,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,15.9346,31.5898,8.441192092,71.71733333,3.885333333,2.76,2,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
4,20.6341,29.6824,4.685525049,52.33233333,3.658,1.52,0.8,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,20.3346,30.7196,8.863936505,90.58466333,8.091,1.6,1.5,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,16.3195,31.594,8.862672,93.86533667,3.069,2.98,1.5,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,17.0382,31.5883,8.866252782,34.458667,4.898,1.848,1.6,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,16.5295,31.5899,8.49396432,109.9373333,4.681,2.64,1.7,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
1,15.6496,31.5773,8.192967584,132.32333,4.96,1.542,2.5,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,15.5374,31.6166,8.613969771,140.0886667,4.371,2.54,2,2415.868263,77.45,650,6382.402383,9433.592233,2.726367847,0.983305016,9.670421753,3.048086836,8.100635283,0.236306155,124.1713577
2,19.6,19.3711,7.741839831,47.704,0.562,7.14,1.9,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,19.2164,22.6761,7.034016761,38.743,0.456,6.74,1.8,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,18.9888,24.4596,7.244053159,40.933,0.511,4.08,1.9,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,18.7526,24.6851,7.324563377,39.715,0.474,5.46,1.9,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,18.5943,26.3105,7.384913616,33.442,0.501,8.58,1.9,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,18.4264,28.256,7.224573076,30.719,0.553,4.14,1.7,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,17.9832,30.719,7.230764601,17.849,0.505,4.46,2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,18.14,31.4039,7.135824221,20.977,0.536,4.56,2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,17.9655,30.9332,7.229118762,17.393,0.502,3.5,1.8,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,17.31,33.2581,7.27821553,21.788,0.502,4.06,2.2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,17.4894,30.5903,6.191184155,120.451,0.248,0.924,2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,16.8536,31.5985,5.407770233,111.952,0.385,0.716,2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,17.8789,30.7615,7.611105376,104.279,0.127,1.256,2.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,18.06,30.86,8.460824591,98.622,0.257,5.92,2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,16.6882,32.718,7.630101936,67.779,0.276,4.26,3,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,16.8736,32.8399,8.587871179,88.734,0.405,6.7,3,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,16.9131,33.0814,8.378117771,99.021,1.058,8.44,3.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,17.097,33.3021,8.362246739,91.824,0.221,6.9,3.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,16.8,33.21,8.316177389,38.233,0.068,7.74,3,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,17.45,33.42,8.278128569,24.195,0.032,6.92,4,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,9.3211,34.1718,11.12108853,2.675,1.798,5.04,3.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,9.5631,34.1251,8.981121491,139.922,11.563,1.424,6.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,11.462,34.2463,9.233873503,36.333,5.053,1.37,6.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.1202,34.2525,9.217023369,5.607,1.147,1.066,8,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,15.7088,33.7419,7.554039713,8.924,0.31,1.1,4.5,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,15.9366,33.5028,7.317975972,2.173,4.991,0.738,4.8,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,14.4398,33.222,6.238827442,1.364,4.371,0.528,7,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,14.4074,33.4693,6.441835856,4.662,0.093,0.77,6.2,1330.099502,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.8258,34.043,8.735413452,20.055,2.077,1.288,8.5,355.5384615,114.43,26,650.5054795,1971.25,1.805588235,0.996308028,10.17944853,1.990281904,7.197561597,0.323697557,80.04578431
2,23.6539,31.6318,7.194865731,26.408,1.953,1.108,5.6,355.5384615,114.43,26,650.5054795,1971.25,1.805588235,0.996308028,10.17944853,1.990281904,7.197561597,0.323697557,80.04578431
2,22.9966,32.7659,6.890142006,22.681,3.658,0.98,5.5,355.5384615,114.43,26,1403.682192,4000,1.264705882,0.999629034,6.690588235,0.270588235,7.804492778,0.783663453,12.68627451
1,21.725,33.2664,6.974787485,6.46,2.356,1.264,9.5,355.5384615,114.43,26,1403.682192,4000,1.264705882,0.999629034,6.690588235,0.270588235,7.804492778,0.783663453,12.68627451
2,20.4666,33.4146,6.602347377,6.03,1.736,0.78,9.5,355.5384615,114.43,26,1403.682192,4000,1.264705882,0.999629034,6.690588235,0.270588235,7.804492778,0.783663453,12.68627451
2,17.0801,33.8476,7.48266036,24.789,0.806,0.736,7.4,355.5384615,114.43,26,1403.682192,4000,1.264705882,0.999629034,6.690588235,0.270588235,7.804492778,0.783663453,12.68627451
2,23.3367,32.8885,6.686992856,12.53,0.837,1.32,7.6,355.5384615,114.43,26,542,1200,2.7,0.996726876,7.12,2.36,8.55,0.39,150
2,23.5482,33.0534,6.737780143,4.323,0.775,0.602,7.4,355.5384615,114.43,26,542,1200,2.7,0.996726876,7.12,2.36,8.55,0.39,150
3,10.072,34.0912,8.752342548,11.472,0.868,3.248,7.2,355.5384615,114.43,26,542,1200,2.7,0.996726876,7.12,2.36,8.55,0.39,150
2,23.4585,32.8755,6.686992856,10.065,0.744,1.12,7.6,355.5384615,114.43,26,542,1200,2.7,0.996726876,7.12,2.36,8.55,0.39,150
2,24.0153,32.3993,7.398014881,10.839,2.201,0.964,6,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
2,23.8393,32.5707,7.110220252,2.759,1.054,1.76,7.6,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
1,23.9835,32.8503,7.347227593,2.105,1.023,1.604,8.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
2,12.992,34.1968,7.364156689,5.484,14.384,1.312,8.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
1,24.0815,32.4538,7.330298498,5.937,0.341,1.24,9.8,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
2,23.3648,33.3087,7.211794827,2.6,0.248,1.164,6.1,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
2,23.608,32.9511,7.347227593,5.561,0.651,1.46,6.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
2,23.6559,33.3544,7.042503868,3.58,0.465,1.64,5.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
1,23.6258,32.925,7.27951121,2.064,0,0.956,9.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
3,6.2493,34.006,8.261398769,5.403,0.713,0.982,7.2,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
3,7.2653,34.0158,8.413760631,20.345,0.62,1.274,3.5,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
3,15.4103,33.7871,6.720851047,24.47,1.364,1.404,3.7,355.5384615,114.43,26,1233.323288,2600,1.08,0.999731738,12.1,0.9,11.244,0.057,0
1,19.4672,33.7292,7.364156689,16.377,0.403,1.444,8,196.1538462,114.43,26,1779.545205,6500,1.6,0.998950751,17.1,3.2,10.204,0.299,208
