년,월,생태구역,연안명칭,"St.
No
",해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,구군,Ds
2018.0,5.0,동해,주문진연안,5,1,13.7183,12.7463,34.0568,34.1198,8.28,8.28,9.506754424,9.252158042000001,1.2849759999999997,2.070592,6.104,7.4620000000000015,0.59,0.9,5.19,6.93,11.884,15.292,119.392,120.61,0.56,0.87,14.136,13.206,82.52,80.02,3.4000000000000137,4.000000000000004,1.16,1.44,8.2,주문진,
2018.0,5.0,동해,강릉연안,1,1,12.9732,9.7046,34.0476,34.1542,8.28,8.25,9.420642518,9.217699352999999,0.7843359999999981,1.2849759999999963,30.226,43.834,0.64,0.17,4.69,27.99,35.556,71.994,106.49799999999999,119.182,0.81,3.88,12.120999999999999,12.524,51.16,105.87,5.500000000000004,2.2999999999999963,1.09,0.89,8.0,강릉,
2018.0,5.0,동해,강릉연안,2,1,13.0085,12.1552,33.9379,34.181999999999995,8.28,8.27,9.403420137000001,9.148781974,0.9845919999999968,1.2682879999999963,9.842,13.075999999999999,0.08,0.13,10.29,10.56,20.212,23.766,123.9,113.806,1.92,0.34,13.547,12.431,66.39,67.31,4.70000000000001,3.900000000000015,1.08,0.97,9.0,강릉,
2018.0,5.0,동해,강릉연안,3,2,13.0873,12.4068,34.0632,34.1651,8.28,8.28,9.420642518,9.441680832000001,0.9679039999999972,1.2849759999999963,6.608,14.602,0.52,0.81,6.58,5.88,13.708,21.292,126.91,96.488,0.47,1.18,13.299000000000001,10.664000000000001,36.43,34.58,4.799999999999985,5.000000000000004,1.17,1.1,7.0,강릉,
2018.0,5.0,동해,강릉연안,4,1,13.2122,12.357999999999999,33.8846,34.1834,8.28,8.28,9.334530612,9.338304765,1.4351679999999958,2.136063999999996,4.5920000000000005,63.868,0.48,0.2,25.19,19.54,30.261999999999997,83.60799999999998,112.994,98.22399999999999,0.68,1.27,12.771999999999998,12.183,27.97,28.0,8.200000000000014,11.199999999999989,1.03,1.34,8.5,강릉,
2018.0,5.0,동해,강릉연안,5,3,13.4439,2.2721,34.132,34.0078,8.28,7.94,9.472309662,8.752507049,0.8010239999999977,1.2015359999999982,4.6339999999999995,3.5980000000000003,0.57,0.83,2.9,211.76,8.104000000000001,216.188,102.928,308.574,1.24,37.91,12.462000000000002,39.494,41.02,583.16,4.0999999999999925,1.0000000000000009,1.21,0.17,11.0,강릉,
2018.0,5.0,동해,강릉연안,6,3,13.2772,2.5631,34.1419,34.0082,8.274,7.97,9.317308231,8.614672292,1.2849759999999963,0.6007679999999961,11.438,9.366,0.63,1.23,2.59,200.68,14.658,211.27599999999998,169.372,298.774,1.4,36.46,11.408,39.959,35.53,529.9,2.199999999999993,3.900000000000015,0.73,0.21,12.0,강릉,
2018.0,5.0,동해,강릉연안,7,1,13.1646,12.0112,34.1464,34.1602,8.17,8.17,9.317308231,9.166011318999999,1.017967999999996,1.487792,6.972,57.162000000000006,0.59,0.06,2.07,15.53,9.632,72.75200000000002,123.844,130.91400000000002,1.49,2.2,12.741,13.547,30.63,62.64,4.600000000000007,9.300000000000002,1.06,0.7,12.0,강릉,
2018.0,5.0,동해,동해연안,1,2,14.0936,13.4278,34.1325,34.2594,8.28,8.26,9.610088711,9.217699352999999,2.709696,1.8656319999999984,7.644,32.144,0.52,0.24,1.6,5.98,9.764,38.364,94.78,91.742,0.4,0.22,13.392000000000001,11.16,37.58,71.46,4.499999999999977,3.900000000000015,2.1,1.46,7.0,동해,
2018.0,5.0,동해,동해연안,2,2,13.897,12.6763,34.2314,34.2787,8.27,8.24,9.403420137000001,9.148781974,2.162624,1.7038719999999992,22.945999999999998,7.237999999999999,0.67,0.46,1.75,21.17,25.366000000000003,28.868,93.016,113.47,0.0036525999999999998,2.98,13.299000000000001,16.895,30.86,103.52,9.899999999999991,3.299999999999997,2.28,1.16,8.0,동해,
2018.0,5.0,동해,동해연안,3,3,14.0486,12.6214,34.172,34.2839,8.29,8.24,9.661755855,8.890341806,1.997952,1.4450559999999988,12.642000000000001,15.386,0.73,0.67,2.41,24.29,15.782,40.346,103.012,117.698,0.65,4.25,13.050999999999998,16.43,32.03,110.15,13.000000000000007,8.300000000000002,2.44,1.02,6.0,동해,
2018.0,5.0,동해,동해연안,4,1,13.3541,9.4404,34.1558,34.157,8.25,8.17,9.248418706,8.804195083,2.194976,1.690608,32.606,43.974,0.76,0.83,2.59,67.66,35.955999999999996,112.464,95.83,182.098,1.21,12.4,13.485,20.708,44.74,203.64,4.000000000000004,2.899999999999986,0.8,0.4,10.0,동해,
2018.0,5.0,동해,삼척연안,1,3,14.2773,4.1313,34.1441,34.047,8.3,7.98,9.541199186,8.614672292,1.108272,1.9303359999999967,2.8560000000000003,48.873999999999995,0.59,1.54,1.36,175.62,4.806,226.03400000000002,105.154,244.188,0.59,35.06,21.328000000000007,40.858,11.37,472.47,3.6599999999999966,4.99999999999999,1.71,0.71,6.0,삼척,
2018.0,5.0,동해,삼척연안,2,2,13.8095,13.6935,34.2728,34.2871,8.29,8.28,9.489532042999999,9.493368866,1.3729120000000001,2.2053279999999966,7.616,14.63,1.01,0.59,31.72,1.23,40.346,16.45,197.946,84.92399999999998,0.0036525999999999998,0.0,18.848,14.043,42.0,41.33,8.599999999999996,7.1999999999999975,2.04,1.89,7.0,삼척,
2018.0,5.0,동해,삼척연안,3,1,13.8825,13.3773,34.2362,34.2758,8.28,8.26,9.420642518,9.028176562,1.0568319999999984,2.5611999999999977,27.23,5.837999999999999,0.55,0.24,1.93,6.69,29.71,12.767999999999999,111.468,104.972,0.65,1.98,16.213,16.027,34.69,68.24,4.100000000000007,4.70000000000001,2.16,1.65,9.0,삼척,
2018.0,5.0,동해,삼척연안,4,3,14.3005,5.9166,34.2425,34.1299,8.28,8.03,9.300085849,8.149479988,0.7171359999999971,2.2053279999999966,5.474,27.412,0.64,3.3,29.3,215.49,35.414,246.202,103.194,253.59400000000002,0.65,34.81,17.453,35.185,51.46,521.61,3.60000000000002,3.500000000000003,1.32,0.44,7.2,삼척,
2018.0,5.0,동해,죽변연안,1,3,14.945,4.9549,34.1459,34.0736,8.3,7.96,9.610088711,8.235626711,1.0179679999999989,1.4017919999999997,1.834,8.54,0.13,1.11,2.41,177.42,4.3740000000000006,187.07,123.466,299.376,0.0,31.12,21.266,43.58600000000001,47.04,513.52,4.399999999999988,8.99999999999998,1.12,0.81,7.2,죽변,
2018.0,5.0,동해,죽변연안,2,1,14.9832,14.4247,34.211,34.205,8.3,8.32,9.575643949,9.234928697,1.0680320000000008,1.3183520000000015,2.198,8.554,0.24,0.6,1.71,4.87,4.148,14.024,102.214,102.704,0.09,0.74,17.360000000000007,10.787999999999998,33.01,48.27,3.900000000000015,4.70000000000001,0.87,1.19,8.2,죽변,
2018.0,5.0,동해,죽변연안,3,1,14.4767,14.0806,34.2504,34.3376,8.31,8.3,9.489532042999999,9.613974277999999,1.0680320000000008,1.1514719999999992,1.526,22.441999999999997,0.22,0.1,2.09,6.13,3.8360000000000003,28.671999999999997,108.12200000000001,120.988,0.59,1.05,14.26,12.989,25.09,38.64,9.90000000000002,8.199999999999985,0.72,1.02,10.8,죽변,
2018.0,5.0,동해,죽변연안,4,2,14.4288,8.1291,34.34,34.23,8.28,8.07,9.541199186,8.476837536,1.1180959999999998,1.1014080000000002,1.218,7.742000000000001,0.39,2.94,17.92,125.62,19.528,136.30200000000002,101.024,250.11,0.81,16.86,12.462000000000002,32.736000000000004,19.35,350.34,4.899999999999988,4.399999999999988,0.8,1.09,11.3,죽변,
2018.0,5.0,동해,죽변연안,5,2,14.5356,4.1876,34.3359,34.0345,8.3,7.98,9.59286633,8.580213602999999,0.9011520000000016,1.201536000000001,0.055999999999999994,4.004,0.57,1.13,1.16,177.11,1.786,182.24400000000003,100.184,276.962,1.52,29.02,12.338,43.028,31.92,505.2,12.400000000000027,4.0999999999999925,0.89,0.48,10.4,죽변,
2018.0,5.0,동해,죽변연안,6,3,14.5958,4.3183,33.2284,34.1058,8.31,8.01,9.73064538,8.339002779,0.9845919999999998,1.569952,2.072,6.58,0.48,2.11,2.59,181.38,5.142,190.07,128.75799999999998,283.346,1.49,31.22,16.957,40.579,35.14,501.59,7.999999999999992,4.399999999999988,1.17,0.56,8.2,죽변,
2018.0,5.0,동해,후포연안,1,2,14.4095,8.7379,34.1959,34.192,8.26,8.1,9.248418706,8.183938677999999,0.8303679999999976,1.2215040000000001,1.7919999999999998,37.338,0.36,1.65,2.81,98.45,4.962,137.438,122.066,154.168,0.53,17.76,11.594000000000001,20.491,55.1,338.13,5.299999999999999,4.799999999999999,1.39,0.66,7.8,후포,
2018.0,5.0,동해,후포연안,2,1,14.4649,14.3947,34.1013,34.2285,8.27,8.28,9.058972512999999,8.930571088602195,1.040655999999999,1.124448,4.564,2.59,0.04,0.27,3.99,3.81,8.594000000000001,6.67,115.5,76.874,0.65,2.73,12.369000000000002,9.548,108.92,108.92,3.4999999999999893,3.200000000000008,1.35,1.42,8.8,후포,
2018.0,5.0,동해,축산연안,1,1,14.2829,11.4998,34.1134,34.2986,8.28,8.19,9.058972512999999,8.442378846,1.1538879999999991,1.4935839999999978,5.053999999999999,17.248,0.49,1.88,2.59,50.11,8.134,69.238,114.52,173.40400000000002,0.0,10.79,13.64,22.94,36.18,206.7,3.5999999999999917,4.400000000000015,1.79,1.17,8.4,축산,
2018.0,5.0,동해,축산연안,2,3,14.1701,2.3017,34.2448,33.9901,8.27,7.85,9.093417275,7.684287685,1.1538879999999991,1.6229919999999978,3.444,7.937999999999999,0.36,0.42,3.21,212.11,7.0139999999999985,220.468,78.82,344.358,0.0025626,44.64,9.207,50.498999999999995,78.04,741.89,5.20000000000001,5.8,1.72,0.35,8.2,축산,
2018.0,5.0,동해,강구연안,1,3,14.1549,7.3277,30.9127,34.0876,8.25,8.04,9.196751562000001,8.063333266,2.620015999999997,1.8870240000000005,3.64,16.17,0.56,1.85,2.18,136.75,6.380000000000001,154.77,117.796,242.52200000000002,0.0014726,24.49,14.415,35.86700000000001,52.19,394.44,5.900000000000002,3.1000000000000054,2.2,0.51,7.7,강구,
2018.0,5.0,동해,강구연안,2,2,14.2839,14.0917,33.8085,34.2234,8.27,8.27,9.610088711,9.269387386,1.7856159999999974,1.869055999999996,4.382,17.248,0.41,0.49,5.54,5.59,10.332,23.32800000000001,110.222,90.32799999999999,0.62,4.71,16.523,14.322,69.27,53.68,4.200000000000009,4.800000000000012,3.0,2.56,7.8,강구,
2018.0,5.0,동해,월포연안,1,3,14.3907,13.8886,34.1341,34.2372,8.27,8.27,9.265641087,8.873112461,1.6632373333333326,1.5631093333333317,6.5520000000000005,17.738,0.48,0.7,2.48,2.48,9.512,20.918000000000006,102.88600000000001,62.146,0.12,0.87,15.220999999999998,13.609000000000002,45.56,81.0,4.200000000000009,9.199999999999985,2.68,2.14,6.8,월포,
2018.0,5.0,동해,월포연안,2,1,14.3321,13.362,34.2078,34.2393,8.26,8.23,9.093417275,8.890341806,1.4629813333333337,1.44757333333333,3.374,14.434000000000001,0.8,0.73,2.66,16.79,6.834,31.954,93.40799999999999,78.792,0.99,4.96,15.562000000000001,14.074000000000002,61.54,159.82,8.300000000000002,4.1999999999999815,2.04,1.81,8.3,월포,
2018.0,5.0,동해,영 일 만,1,3,14.1666,14.0084,33.5403,33.9815,8.19,8.21,8.438966789,8.580213602999999,1.2714239999999966,1.5851519999999986,49.28,27.888,5.61,1.95,47.81,20.31,102.7,50.148,238.53666666666663,172.91866666666667,2.11,0.09,21.80333333333333,17.039666666666665,123.73,90.19,8.599999999999996,17.199999999999992,3.63,3.48,6.5,영 일 ,
2018.0,5.0,동해,영 일 만,2,2,14.3378,14.187000000000001,33.5544,33.8098,8.2,8.19,8.542301077000001,8.442378846,1.1393279999999963,1.9319039999999967,40.894,12.838,1.64,1.58,8.86,8.16,51.394,22.57800000000001,178.35066666666668,157.28300000000004,0.25,0.68,15.541333333333332,14.311666666666667,52.72,50.65,7.399999999999991,11.6,1.92,1.52,7.0,영 일 ,
2018.0,5.0,동해,영 일 만,3,2,14.3412,14.1974,33.5959,33.8271,8.24,8.24,8.748969651,8.476837536,1.0897919999999974,2.071232,7.644,90.37,0.27,1.43,17.11,6.47,25.024,98.27,173.22199999999995,202.671,1.24,0.87,16.25433333333333,13.381666666666666,53.59,49.42,7.8000000000000025,7.2000000000000135,2.24,1.79,7.5,영 일 ,
2018.0,5.0,동해,영 일 만,4,2,14.2693,14.1788,33.4743,33.8339,8.24,8.24,8.576745838999999,8.597442948,1.007231999999996,1.6346879999999977,8.554,13.44,0.0,1.4,10.11,6.45,18.664,21.29,201.58133333333333,140.20066666666668,1.33,0.87,15.624,12.596333333333332,65.3,56.92,7.799999999999974,15.600000000000005,2.23,1.32,7.0,영 일 ,
2018.0,5.0,동해,영 일 만,5,3,14.6874,14.0049,32.7378,34.0794,8.21,8.2,8.766192032000001,8.132250643999999,1.2714239999999966,1.6346879999999977,84.714,34.174,11.75,0.13,99.61,9.97,196.074,44.273999999999994,348.0073333333333,155.38599999999997,1.4,1.8,19.003,14.415,158.76,100.35,7.799999999999974,11.400000000000027,2.44,1.36,7.5,영 일 ,
2018.0,5.0,동해,영 일 만,6,3,14.4487,14.0805,33.2128,34.2574,8.21,8.24,8.559523458,8.339002779,1.5025919999999973,1.6016639999999982,85.512,45.346000000000004,9.41,0.92,84.64,2.42,179.562,48.68600000000001,366.55266666666665,157.98533333333333,1.4,1.77,19.457666666666668,16.43,141.12,76.61,6.599999999999994,9.000000000000009,2.62,1.92,7.5,영 일 ,
2018.0,5.0,동해,영 일 만,7,3,14.3457,14.1134,33.3124,34.2335,8.24,8.17,8.73174727,8.683589671,1.4860799999999976,1.3044479999999985,21.644,12.46,1.39,0.77,18.03,3.32,41.06400000000001,16.55,188.87400000000002,130.452,1.24,0.4,17.597666666666665,17.525333333333332,53.54,54.99,10.000000000000009,10.000000000000009,2.82,2.81,7.0,영 일 ,
2018.0,5.0,동해,영 일 만,8,3,14.3492,14.0546,33.6069,34.1482,8.23,8.23,8.921193463,8.442378846,1.6016639999999982,2.344703999999997,28.518,20.285999999999998,3.51,0.29,37.62,5.88,69.648,26.456,198.702,128.21666666666667,0.87,2.51,16.53333333333333,14.683666666666666,78.96,98.92,6.199999999999982,10.399999999999963,3.75,2.15,7.0,영 일 ,
2018.0,5.0,동해,영 일 만,9,1,14.1967,13.9949,34.0139,34.1808,8.22,8.19,8.835081557,8.356232123,2.6254079999999966,2.262144,10.92,30.814,1.05,7.25,3.33,6.87,15.3,44.934,142.947,133.28466666666668,0.06,2.85,14.993666666666668,14.57,58.49,121.8,8.800000000000002,4.000000000000004,2.08,1.69,8.0,영 일 ,
2018.0,5.0,동해,영 일 만,10,2,14.1948,14.0364,34.1226,34.2573,8.27,8.27,8.921193463,8.821424427,2.4272639999999983,1.7337599999999984,5.726,9.282,0.99,1.11,3.93,2.69,10.645999999999999,13.082,139.73866666666666,105.63,0.25,4.22,16.01666666666667,14.187666666666667,39.79,61.26,5.599999999999994,5.20000000000001,2.62,2.36,7.5,영 일 ,
2018.0,5.0,동해,영 일 만,11,2,14.2349,14.0706,34.0685,34.1707,8.26,8.23,8.886748701,8.339002779,2.5923839999999974,1.469567999999998,10.22,35.098,0.87,1.39,3.88,5.25,14.97,41.738,148.442,143.766,0.9,0.53,14.869666666666667,12.586,37.38,68.94,8.90000000000002,10.399999999999991,2.28,1.62,8.0,영 일 ,
2018.0,5.0,동해,영 일 만,12,1,14.5301,13.9318,34.2452,34.2394,8.27,8.28,8.921193463,8.924800495,1.3374719999999978,1.387007999999997,3.262,6.034,0.85,0.6,2.32,2.25,6.432,8.884,118.85533333333332,137.10666666666668,1.8,1.24,11.914333333333332,14.053333333333335,65.13,75.29,4.000000000000004,6.599999999999994,1.4,1.78,8.5,영 일 ,
2018.0,5.0,동해,구룡포연안,1,1,14.9259,14.3884,34.1035,34.1252,8.24,8.25,8.955638225,8.976488527999999,1.0791573333333329,1.6298613333333332,4.256,9.576,0.53,1.39,8.82,14.04,13.606000000000002,25.006,95.17200000000001,97.77600000000001,1.86,2.26,16.616,16.337,151.03,179.45,4.899999999999988,6.000000000000004,1.75,1.74,9.8,구룡포,
2018.0,5.0,동해,구룡포연안,2,1,14.7827,13.9453,34.0253,34.1619,8.26,8.23,9.162306800000001,8.476837536,1.5631093333333317,2.4809493333333332,3.752,26.081999999999997,0.67,2.38,6.66,25.97,11.082,54.431999999999995,96.90799999999999,129.99,0.87,4.96,16.12,18.228,174.92,211.12,9.800000000000002,6.000000000000004,1.83,1.01,7.8,구룡포,
2018.0,5.0,대한해협,감포연안,1,1,14.9697,13.0195,34.0257,34.1259,8.22,8.2,9.093417275,7.89103982,1.1959733333333336,2.3307573333333327,4.06,60.69,1.79,3.51,4.03,28.08,9.88,92.28,116.718,192.388,1.18,12.0,15.655,26.505,174.86,304.53,5.399999999999988,9.899999999999991,1.7,0.76,5.4,감포,
2018.0,5.0,대한해협,감포연안,2,2,14.6575,11.2191,33.8975,34.1407,8.31,8.15,9.300085849,7.6325996510000005,1.3461653333333332,2.464261333333333,5.726,56.64400000000001,2.28,6.36,10.75,90.65,18.756,153.654,132.01999999999998,231.602,0.06,17.55,14.755999999999998,33.666000000000004,138.43,417.42,5.500000000000004,5.8,1.83,0.56,5.6,감포,
2018.0,5.0,대한해협,감포연안,3,1,14.8992,14.0197,33.9379,34.0177,8.22,8.23,9.213973943,8.476837536,1.262725333333332,2.297381333333334,13.985999999999999,22.876,1.79,3.29,2.42,13.73,18.196,39.896,111.272,123.718,1.09,2.45,12.120999999999999,14.415,155.93,197.37,9.699999999999989,7.2000000000000135,1.93,1.08,4.2,감포,
2018.0,5.0,대한해협,감포연안,4,1,15.6918,14.3264,33.967,33.9676,8.25,8.25,9.041750131,8.90757115,1.1625973333333313,2.464261333333333,6.524,9.422,1.89,2.03,4.73,3.78,13.144,15.232000000000001,122.52799999999999,103.292,1.15,2.88,15.779000000000002,12.896,189.76,179.87,6.899999999999992,6.199999999999982,1.56,1.72,4.2,감포,
2018.0,5.0,대한해협,울산연안,1,2,14.6772,9.8235,33.9709,34.2007,8.24,8.09,8.748969651007316,7.6153703063074065,0.9466880000000012,0.7155200000000005,9.846666666666666,20.538,2.6,4.61,19.68,118.57,32.126666666666665,143.718,141.61933333333334,208.334,3.38,22.13,18.104,22.506,201.71,496.64,7.099999999999981,5.999999999999992,1.91,0.23,5.6,울산,
2018.0,5.0,대한해협,울산연안,2,1,14.6571,12.8248,33.801,34.1409,8.24,8.17,8.921193463035019,7.891039819657896,1.2604160000000006,0.8145920000000012,15.764,36.97866666666667,3.63,5.95,34.55,59.33,53.943999999999996,102.25866666666668,184.9213333333333,154.32200000000003,3.75,13.18,19.850333333333328,15.520666666666665,189.98,339.39,8.600000000000025,6.099999999999994,2.96,0.48,5.2,울산,
2018.0,5.0,대한해협,울산연안,3,1,15.0994,14.2609,32.9774,33.9829,8.19,8.22,8.852303938223939,8.373461468021263,1.2769280000000005,0.8311040000000008,62.58000000000001,26.26400000000001,11.09,5.01,91.53,22.99,165.20000000000005,54.264,341.0726666666667,236.45533333333333,13.3,6.26,32.09533333333333,30.493666666666666,305.34,231.0,12.200000000000017,5.599999999999994,3.5,0.96,3.9,울산,
2018.0,5.0,대한해협,울산연안,4,2,14.9443,14.5443,32.3116,33.014,8.14,8.14,8.025629640490964,8.063333265501955,1.3429759999999988,1.1943679999999992,111.272,133.95666666666668,13.89,11.37,138.71,112.38,263.872,257.7066666666667,422.51999999999987,278.892,22.32,18.07,41.87066666666667,22.878,406.95,369.01,10.40000000000002,10.800000000000004,2.23,1.74,2.6,울산,
2018.0,5.0,대한해협,울산연안,5,1,15.1187,14.514000000000001,32.7414,33.7929,8.17,8.21,8.593968220182385,8.752507048878194,1.0952960000000012,1.0457599999999994,75.89866666666666,24.892,11.7,6.1,118.24,42.48,205.83866666666665,73.472,371.518,139.57066666666665,14.88,5.18,36.14600000000001,15.717,333.48,228.51,6.899999999999992,6.399999999999987,2.92,2.2,3.2,울산,
2018.0,5.0,대한해협,울산연안,6,2,15.1902,14.6907,32.3887,33.4706,8.11,8.18,8.094519165302048,8.39069081260567,2.3502080000000007,1.062271999999999,225.106,60.17666666666666,26.77,9.52,286.33,87.74,538.2059999999999,157.43666666666667,719.9780000000003,331.70666666666665,32.24,11.16,57.82533333333333,35.401999999999994,587.41,289.58,11.900000000000007,6.7000000000000135,2.46,2.14,2.3,울산,
2018.0,5.0,대한해협,울산연안,7,2,15.2413,14.4566,31.7018,33.5913,8.13,8.16,8.042852021693735,8.063333265501955,1.6236800000000018,1.1778559999999991,175.40600000000003,58.40800000000001,15.72,8.13,181.38,61.85,372.506,128.388,581.1586666666667,181.38866666666667,22.1,13.42,43.21400000000001,17.866333333333326,406.06,291.4,19.399999999999974,14.6,4.04,3.88,2.8,울산,
2018.0,5.0,대한해협,울산연안,8,2,15.1497,14.745999999999999,31.5378,33.0973,8.13,8.16,7.92229535327434,8.011645231748739,1.5246080000000009,1.144832,183.736,132.062,14.9,11.17,158.94,94.72,357.57599999999996,237.952,536.8253333333332,290.80333333333334,21.48,16.18,40.620333333333335,29.016,382.7,335.36,10.200000000000015,16.600000000000005,2.08,1.59,2.5,울산,
2018.0,5.0,대한해협,울산연안,9,1,14.8862,13.8949,33.7281,34.1036,8.25,8.23,8.990082987846101,8.373461468021263,1.475071999999999,1.2604160000000006,22.218000000000004,18.573333333333334,4.65,3.68,29.41,25.16,56.27800000000001,47.41333333333333,184.14666666666668,274.10133333333334,7.01,4.4,18.641333333333336,28.024,192.19,229.96,8.800000000000002,12.200000000000017,2.18,0.73,6.0,울산,
2018.0,5.0,대한해협,울산연안,10,1,14.6374,14.255999999999998,33.7318,33.9887,8.24,8.24,8.817859175818398,8.528525569280916,2.4657920000000013,1.5080960000000012,15.773333333333332,19.25466666666666,4.73,3.51,33.26,16.31,53.76333333333334,39.07466666666666,182.81666666666663,393.13866666666667,6.7,5.05,18.806666666666665,35.22633333333333,195.75,198.44,7.000000000000006,7.500000000000008,1.88,1.02,4.5,울산,
2018.0,5.0,대한해협,울산연안,11,2,14.7263,14.1951,33.0611,33.7206,8.16,8.2,8.783414413412856,7.959957197995522,1.689728,1.29344,51.27733333333333,36.516666666666666,9.38,4.09,201.53,49.64,262.18733333333336,90.24666666666668,394.16533333333336,146.37,14.54,9.55,31.93,15.675666666666665,398.36,288.99,11.400000000000007,10.199999999999989,2.1,1.08,2.7,울산,
2018.0,5.0,대한해협,울산연안,12,1,14.7733,14.3136,33.7896,33.9456,8.24,8.25,8.88674870062948,8.528525569280916,1.475071999999999,2.7464960000000014,16.323999999999998,18.596666666666668,5.47,4.2,27.89,17.72,49.684,40.516666666666666,172.52666666666664,139.09466666666665,7.75,2.54,17.525333333333332,13.960333333333333,196.56,207.48,6.000000000000004,11.500000000000007,1.79,1.19,3.9,울산,
2018.0,5.0,대한해협,온산연안,1,1,15.5337,14.3593,32.8453,33.9015,8.2,8.21,8.387299645749142,8.442378846358888,1.4420479999999998,1.3760000000000012,35.574,25.51266666666667,5.39,3.64,87.67,37.14,128.634,66.29266666666668,269.99,168.3733333333333,9.55,5.61,29.96666666666667,19.933,270.2,224.9,12.6,6.099999999999981,1.82,1.19,2.9,온산,
2018.0,5.0,대한해협,온산연안,2,1,14.607999999999999,14.2293,33.8808,34.007,8.22,8.24,8.766192032210089,8.562984258449726,2.052992000000001,1.838336,16.715999999999998,22.204,5.4,4.84,26.32,15.79,48.43600000000001,42.834,174.3793333333333,129.3366666666667,5.58,3.84,20.625333333333334,16.605666666666668,199.75,203.31,5.000000000000004,13.000000000000007,1.42,1.14,4.1,온산,
2018.0,5.0,대한해협,온산연안,3,1,14.8741,8.5131,33.8189,34.211999999999996,8.18,8.03,8.990082987846101,8.47753554963216,1.607167999999999,1.475071999999999,10.285333333333332,30.814,3.35,4.35,15.11,131.57,28.74533333333333,166.73399999999995,160.44,286.92533333333336,7.25,22.72,17.205000000000002,42.10833333333333,241.98,616.45,13.300000000000004,6.8000000000000025,1.75,0.41,6.0,온산,
2018.0,5.0,대한해협,온산연안,4,1,14.5839,14.3818,33.323,33.5593,8.2,8.21,8.714524888601776,8.166709333008393,1.7227519999999996,1.3099519999999996,22.30666666666667,29.530666666666665,5.45,3.56,93.87,53.59,121.62666666666668,86.68066666666668,259.8073333333333,198.9586666666667,8.4,8.18,25.854,22.73333333333333,262.95,244.64,5.900000000000002,6.1999999999999975,2.26,1.02,4.1,온산,
2018.0,5.0,대한해협,온산연안,5,1,14.700999999999999,14.4097,33.3154,33.6776,8.2,8.21,8.628412982587925,8.39069081260567,1.6732160000000005,1.2273920000000011,23.52,25.74133333333333,6.03,5.21,84.07,55.73,113.62,86.68133333333333,251.39333333333332,196.6253333333333,10.51,7.44,24.46933333333333,20.046666666666667,249.87,236.57,5.000000000000004,6.899999999999992,1.91,1.3,4.5,온산,
2018.0,5.0,대한해협,온산연안,6,1,14.8165,13.9489,33.1916,34.0556,8.2,8.21,8.714524888601776,8.218397366761607,1.7227519999999996,1.1943679999999992,26.656,24.766,5.38,5.01,29.05,26.96,61.08600000000001,56.736,211.1433333333333,140.96133333333333,8.06,6.17,24.118,17.008666666666667,258.92,259.22,5.299999999999999,5.100000000000008,2.06,0.77,3.3,온산,
2018.0,5.0,대한해협,온산연안,7,1,15.296,14.2778,33.418,33.8926,8.22,8.21,8.88674870062948,8.13225064383958,1.607167999999999,1.3594880000000011,14.956666666666667,30.417333333333332,6.15,4.79,47.17,22.39,68.27666666666667,57.59733333333334,192.18266666666668,146.10866666666664,7.01,8.46,22.278666666666666,20.088,252.17,286.33,5.599999999999994,5.8,2.74,1.13,5.1,온산,
2018.0,5.0,대한해협,온산연안,8,1,14.6496,14.4108,33.7272,33.8343,8.24,8.24,8.731747269804549,8.476837535527698,1.7722880000000014,1.1118080000000008,19.618666666666673,19.049333333333333,4.3,4.16,46.96,21.04,70.87866666666667,44.24933333333333,168.10733333333332,149.30533333333338,5.36,5.02,19.044333333333327,18.155666666666665,215.8,214.4,5.599999999999994,6.899999999999992,1.66,1.3,4.5,온산,
2018.0,5.0,대한해협,온산연안,9,1,14.6298,14.4641,33.7519,33.8208,8.25,8.25,8.731747269804549,8.562984258449726,1.887871999999999,1.3925120000000009,19.996666666666673,24.64933333333333,4.49,4.14,35.2,27.5,59.68666666666668,56.28933333333333,166.77266666666668,152.76333333333338,2.08,4.4,19.757333333333328,16.833000000000002,213.75,214.2,12.699999999999989,0.6000000000000172,1.59,1.41,4.0,온산,
2018.0,5.0,대한해협,기장연안,1,3,17.6358,13.3218,34.0313,34.3858,8.31,8.17,8.745090209151908,6.340074793136584,1.2460373333333354,1.079157333333336,15.68,22.19,1.13,4.75,2.79,92.72,19.6,119.66,110.194,230.174,0.0047426000000000005,4.75,15.283,33.511,163.35,442.76,11.499999999999984,15.000000000000016,1.2,0.18,4.0,기장,
2018.0,5.0,대한해협,기장연안,2,2,15.8499,14.6797,33.9389,34.1805,8.24,8.22,8.036934844826717,7.20748753747186,1.1459093333333346,1.2460373333333354,17.64,13.915999999999999,4.52,4.89,60.34,53.56,82.5,72.366,207.858,184.968,4.52,4.89,25.544,25.11000000000001,284.45,315.95,8.500000000000009,27.20000000000001,1.66,1.09,3.2,기장,
