년,월,생태구역,연안명칭,"St.
No
",해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,Ds,구군
2015.0,8.0,서남해역,무안연안,1,2,27.7573,27.0234,31.0294,31.0151,7.92,7.91,6.02,5.98,0.5378304000000017,1.0184448000000006,59.08,38.99,19.11,20.874000000000002,102.60600000000001,120.82,180.796,180.68400000000003,269.92294,361.45872,21.018,22.103,29.29314,49.51537,659.512,633.136,10.57142857142856,28.42857142857143,1.98,1.838,1.3,6.673868606015788,무안
2015.0,8.0,서남해역,무안연안,2,1,27.8756,27.5668,31.4404,31.4634,7.94,7.92,6.26,6.1,1.1385984000000011,1.7222016000000009,26.95,34.468,18.256,25.998,78.428,93.758,123.634,154.224,252.2947,341.83492,11.842,21.793000000000006,26.09518,46.83852,509.40400000000005,638.26,11.285714285714311,23.857142857142854,2.26,1.864,1.5,6.597140988362328,무안
2015.0,8.0,서남해역,무안연안,3,1,26.3859,25.9052,31.5833,31.623,7.89,7.86,6.32,6.16,0.6236544000000029,0.8982912000000032,11.536,28.448,24.374000000000002,20.524,137.634,121.884,173.54399999999995,170.85600000000005,267.24152000000004,302.71332,16.305999999999994,17.639,26.94086,42.12807,531.804,463.764,10.428571428571429,45.85714285714285,1.57,1.7519999999999998,1.2,6.777627042242806,무안
2015.0,8.0,서남해역,함평연안,1,2,27.9532,27.947,31.9139,31.9134,8.04,8.04,7.34,6.85,1.4318095999999982,1.7622271999999974,6.5520000000000005,9.296,6.02,6.846,43.092,32.046,55.664,48.188,243.29872000000003,252.73976,9.61,9.145,28.94005,29.72001,132.132,117.824,7.428571428571442,8.857142857142836,9.66,11.34,2.2,6.539362977586274,함평
2015.0,8.0,서남해역,함평연안,2,2,27.7304,27.6475,31.9172,31.8982,8.02,8.01,7.8,6.74,1.6578847999999966,1.5187615999999964,37.01600000000001,9.912,5.0539999999999985,6.314,42.476000000000006,55.636,84.546,71.862,251.1418,154.41397999999995,9.548,8.370000000000001,25.29910000000001,42.63647,146.55200000000005,110.208,8.571428571428577,14.000000000000005,8.94,12.72,1.6,6.572338458357536,함평
2015.0,8.0,서남해역,함평연안,3,2,28.3926,28.0505,31.9204,31.9139,8.05,8.03,7.59,7.25,1.5709327999999982,1.3970287999999993,7.182,9.94,3.5,6.3980000000000015,35.532,44.282,46.214,60.62000000000001,127.9537,123.79668000000001,10.633,11.097999999999999,31.10695,27.81227,248.024,201.124,4.857142857142837,4.9999999999999645,11.64,9.84,2.0,6.52821167503134,함평
2015.0,8.0,서남해역,함평연안,4,2,28.4885,28.2661,31.9294,31.9357,8.05,8.02,7.64,6.99,1.6057135999999979,1.4665903999999974,7.224,14.182,3.234,4.186,30.856,47.698,41.31399999999999,66.066,124.13632,111.36286,11.594,11.811,36.74275,28.939120000000006,315.84,299.32,3.7142857142857015,6.571428571428601,9.84,4.788,2.9,6.504345379055174,함평
2015.0,8.0,서해중부,고창연안,1,2,26.9566,26.9558,31.3995,31.3837,8.15,8.15,7.363993776619395,7.277240563616005,1.6020480000000037,1.6535424000000023,8.372,7.602,0.728,0.504,1.862,1.4839999999999998,10.962,9.59,214.5773,235.9882,15.531,13.02,43.59964,47.28988,203.924,169.00799999999995,23.399999999999977,26.79999999999999,4.08,4.4,1.2,6.6676127248921695,고창
2015.0,8.0,서해중부,고창연안,2,2,27.7338,27.621,31.5469,31.6,8.13,8.13,7.398729596320428,7.485657954459422,2.031168000000004,1.9968384000000008,6.692,7.532,0.378,0.462,1.106,0.8540000000000001,8.176,8.847999999999997,219.84886,229.8548,10.943,10.819,41.69438,43.73356,135.40800000000002,134.09199999999998,23.799999999999986,27.20000000000001,6.68,6.8,1.2,6.5861869479227435,고창
2015.0,8.0,서해중부,고창연안,3,2,29.7093,29.4275,31.885,32.1246,8.14,8.14,7.138210948562668,7.155663752290678,1.516224000000002,1.6878720000000016,7.0,2.73,0.448,0.4900000000000001,1.218,1.036,8.666,4.256,301.4109,260.75070000000005,7.471,7.471,41.79699,45.35796,100.296,93.688,14.000000000000012,15.999999999999964,8.16,8.48,1.0,6.37598585734902,고창
2015.0,8.0,서해중부,고창연안,4,3,28.8428,28.8331,32.1054,32.091,8.19,8.19,7.58977660467612,7.364081143134098,1.3102464000000005,1.6535424000000023,5.936,5.768,0.448,0.462,1.162,0.882,7.546,7.111999999999999,246.98156,222.49444,4.247,4.65,43.37582,39.64714,50.763999999999996,46.144,15.199999999999992,15.599999999999948,8.83,9.24,0.8,6.4388461433231825,고창
2015.0,8.0,서해중부,전주포연안,1,2,26.3834,26.1338,31.1703,31.2589,8.15,8.16,7.58977660467612,7.503026070363044,1.1214336000000016,1.430400000000001,5.18,8.456,0.448,0.434,2.3240000000000003,0.8119999999999999,7.952000000000001,9.701999999999998,224.5089,235.85856,9.486,9.207,32.15661,35.13695,183.988,197.736,3.4000000000000137,7.599999999999996,3.32,3.22,2.1,6.765301503512336,전주포
2015.0,8.0,서해중부,전주포연안,2,2,25.8949,25.7947,31.3779,31.3998,8.16,8.16,7.52030496527405,7.3988173749413315,1.3274112000000031,0.8982912000000032,6.957999999999998,6.58,0.7559999999999999,0.882,1.372,1.4140000000000001,9.086,8.876,231.29498,191.84676000000002,8.649000000000001,8.152999999999999,33.59594,30.03745,212.688,217.952,5.299999999999999,6.699999999999982,3.48,3.38,2.5,6.798958652707848,전주포
2015.0,8.0,서해중부,전주포연안,3,2,25.4144,24.9674,31.4147,31.5287,8.19,8.16,7.79819152288233,7.416185490844947,1.3960704000000017,1.1214336000000016,7.4060000000000015,9.954,0.504,2.03,1.638,3.556,9.548,15.54,195.94484,187.27156,11.501,12.028,29.03088,26.36488,174.188,222.572,2.5999999999999908,6.0000000000000036,2.51111111111111,3.4,5.0,6.890938882425749,전주포
2015.0,8.0,서해중부,전주포연안,4,2,26.2828,26.2572,31.2761,31.274,8.22,8.22,8.267125088846301,8.232486938315002,2.0483328000000034,2.2199808000000028,5.824,7.546,0.392,0.322,0.63,0.8400000000000001,6.846,8.708,214.98806,247.15152,11.718,12.121,36.61503,44.763690000000004,109.844,123.648,6.199999999999982,13.399999999999995,3.32,3.16,3.3,6.75060796306016,전주포
2015.0,8.0,서해중부,전주포연안,5,2,26.6907,26.4867,31.2749,31.2941,8.22,8.21,8.14554971989268,7.954597083857112,2.0140032000000008,1.6535424000000023,7.182,5.6560000000000015,0.336,0.14,0.6020000000000001,0.812,8.120000000000001,6.6080000000000005,217.28056,192.09148,11.78,10.137,36.53443,34.76495,86.24000000000002,111.272,3.799999999999998,6.599999999999994,3.28,3.56,3.8,6.723738868054541,전주포
2015.0,8.0,서해중부,전주포연안,6,2,26.5358,26.5172,31.3226,31.3197,8.2,8.2,7.832927342583367,7.833020272531786,1.430400000000001,1.670707200000002,8.568,7.098,0.392,0.042,0.616,0.7979999999999999,9.576,7.938,209.76214,195.09308,11.47,10.725999999999999,39.41836,37.15443000000001,121.38,122.416,10.800000000000033,13.000000000000007,3.536,3.9,1.5,6.7193150839565625,전주포
2015.0,8.0,서해중부,전주포연안,7,2,26.1167,25.9531,31.2738,31.2879,8.18,8.19,7.746087793330778,7.71144346120646,1.2244224000000024,1.5677184000000008,7.1866666666666665,7.074666666666666,0.364,0.63,0.868,1.96,11.06,10.948000000000002,208.96078,207.01506,14.508,12.183,36.77685,30.66582,193.368,173.544,3.1000000000000183,3.0999999999999917,3.16,3.06,3.8,6.7849628280221435,전주포
2015.0,8.0,서해중부,전주포연안,8,2,27.2887,27.2852,30.5164,30.5084,8.08,8.08,7.398729596320428,7.346713027230479,1.670707200000002,1.533388800000002,25.19533333333333,24.31333333333333,2.8560000000000003,2.8560000000000003,15.512,15.61,41.636,41.44,312.6648,314.94665999999995,14.446000000000002,14.755999999999998,49.202890000000004,47.89159,362.964,362.51599999999996,13.000000000000007,12.6,7.52,8.52,1.2,6.663636254249016,전주포
2015.0,8.0,서해중부,군산연안,1,5,28.0359,28.0316,28.0041,27.9935,7.86,7.85,5.748846364097608,5.76614607037179,4.359859200000002,4.1195520000000005,317.576,324.282,42.994,41.524,255.92,247.282,659.1859999999998,641.508,1090.3459,1081.6327199999996,74.617,71.42399999999998,145.88476,164.24203,1433.4879999999994,1434.384,92.8,121.20000000000007,5.74,6.66,0.4,6.674442210410994,군산
2015.0,8.0,서해중부,군산연안,2,5,28.4683,28.4414,25.706,25.8115,7.6,7.67,4.828336221205847,4.967222217247987,3.673267200000001,3.7934208,216.23,202.552,22.974,23.24,143.626,142.632,382.83,384.37,814.76738,844.7574800000001,49.507,50.127,142.91836999999995,158.7603,1027.4879999999996,1033.928,96.8,124.0,9.43,9.77,0.3,6.710129250713678,군산
2015.0,8.0,서해중부,군산연안,3,3,27.6757,27.6762,29.1572,29.2116,7.95,7.96,6.356655005289383,6.408834768435098,2.6433792000000023,2.9866752,136.584,127.568,14.517999999999999,13.664,101.5,95.858,252.60200000000003,237.09,581.82516,578.09178,37.107,35.371,84.1402,82.66863000000002,706.5799999999997,674.688,26.000000000000014,27.999999999999915,8.4,8.18,0.6,6.668541109524528,군산
2015.0,8.0,서해중부,군산연안,4,3,27.6266,27.4937,29.5673,30.1822,8.0,8.05,6.929796030356457,7.138295636387062,2.6777088000000004,2.6433792000000023,84.96600000000002,51.31,9.226,5.109999999999999,63.63,33.474000000000004,157.822,89.89399999999998,452.66522,554.3109599999998,26.164,19.84,61.08922000000001,79.63342,550.984,430.724,13.9999999999999,19.2,8.79,7.95,0.8,6.652648143384508,군산
2015.0,8.0,서해중부,군산연안,5,2,27.8007,27.8249,30.5027,30.4952,8.04,8.05,7.364081143134098,7.259786317516289,1.8709631999999998,2.317248,33.711999999999996,33.711999999999996,3.248,2.8280000000000003,12.278,12.684000000000001,49.23799999999999,49.224,318.46178,344.46426,19.313,19.375,50.59417,58.90806,547.7080000000002,526.904,13.6,27.000000000000025,20.0,22.5,1.3,6.604598429224007,군산
2015.0,8.0,서해중부,군산연안,6,2,27.1054,27.1,31.5603,31.5697,8.14,8.13,8.319228818397852,7.79828404072455,1.8366336000000003,1.613491199999999,10.5,8.245999999999999,0.308,0.23800000000000002,0.8680000000000001,1.05,11.675999999999998,9.533999999999999,397.34720666666664,229.33316,9.021,8.649000000000001,42.53076,28.94191,267.31600000000003,260.26,3.0000000000000027,3.899999999999987,21.2,18.9,2.7,6.644622729908227,군산
2015.0,8.0,서해중부,군산연안,7,2,27.053,26.947,31.6204,31.6073,8.1,8.11,7.693984063779224,7.589866649881133,1.527667200000001,1.3560192000000015,8.512,9.436,0.392,0.336,1.12,1.288,10.024,11.06,226.81904000000003,262.81514,7.75,7.843,27.00007,39.17811,233.99599999999998,249.956,5.20000000000001,8.700000000000014,17.4,23.4,2.1,6.660227460444581,군산
2015.0,8.0,서해중부,군산연안,8,2,27.5692,27.5799,30.0539,30.1419,8.03,8.06,7.0861072190111125,7.3988173749413315,2.1970943999999992,2.2142592000000008,57.974,41.286,6.818,4.97,38.751999999999995,26.908,103.544,73.164,398.7361,368.4205,20.305,16.678,52.15719,49.69703,489.7480000000001,436.1,9.199999999999985,9.399999999999963,16.2,15.3,1.1,6.644607453911426,군산
2015.0,8.0,서해중부,군산연안,9,2,27.5506,27.5365,30.9867,31.1178,8.14,8.14,8.336596728248367,7.8851246202426415,2.1456,2.4717312000000002,8.554,9.856,0.966,0.28,2.478,1.274,11.998,11.41,453.21528000000006,253.9362,9.548,8.556000000000001,36.95696,36.33231,265.608,236.43200000000002,3.500000000000003,6.8999999999999915,24.75,25.35,2.3,6.613224161901861,군산
2015.0,8.0,서해중부,군산연안,10,2,26.8837,26.7279,31.2474,31.2814,8.07,8.1,7.885031072134918,7.120927520483441,1.5963263999999997,1.4761727999999992,7.0139999999999985,6.524,0.182,0.378,1.288,1.1760000000000002,8.484,8.078,386.66959333333335,216.28222,11.842,11.563,29.90415,27.60395,458.892,458.108,2.1000000000000183,2.500000000000002,18.15,14.835000000000004,2.8,6.6969862623370435,군산
2015.0,8.0,서해중부,보령연안,1,2,26.7468,26.6247,31.6738,31.6911,8.07,8.06,6.947163940206975,6.790933318314699,1.3045247999999996,1.1500415999999998,33.404,39.396,3.08,3.472,16.352,16.464000000000002,52.83600000000001,59.332,259.94332,254.61646000000002,14.043,15.252,31.97247,33.874320000000004,322.616,328.468,5.400000000000016,9.199999999999985,4.1,3.26,2.1,6.693161871648042,보령
2015.0,8.0,서해중부,보령연안,2,2,27.3262,27.1776,31.6514,31.643,8.13,8.11,7.9371348016864705,7.555130418073896,1.338854399999999,1.4075136000000006,7.084,10.458,1.064,1.596,4.466,6.818,12.614,18.872,227.0982,228.5493,8.246,9.269,30.9349,30.07031000000001,272.552,286.216,5.400000000000016,5.800000000000027,6.64,6.24,1.9,6.633299825592829,보령
2015.0,8.0,서해중부,보령연안,3,2,26.7842,26.542,31.6337,31.6566,8.19,8.08,8.579747466155617,6.929878245543642,2.2657536000000005,1.2701952000000003,6.5520000000000005,27.384,0.35000000000000003,2.31,1.1059999999999999,8.918,8.008,38.611999999999995,230.545,242.5024,7.532999999999999,11.47,31.62682,31.107879999999998,237.44,316.596,4.000000000000004,8.099999999999996,4.16,4.4,2.4,6.7037780630441395,보령
2015.0,8.0,서해중부,보령연안,4,2,26.7332,26.7052,31.6562,31.6564,8.08,8.09,7.225050497815251,7.173031868194296,1.3903488000000008,1.4761727999999992,11.998,13.482,1.442,1.456,4.928000000000001,4.55,18.368,19.488,232.61168,238.52192,9.951,10.354000000000001,34.13472,35.25909,310.996,310.436,5.799999999999972,7.199999999999982,5.76,5.8,1.8,6.685423831222874,보령
2015.0,8.0,서해중부,천 수 만,1,3,27.4827,26.959,31.5139,31.4705,8.32,7.94,11.879650337753928,5.748846364097608,2.969510400000001,1.9911168000000001,7.854000000000001,147.756,0.392,3.892,0.8959999999999999,11.983999999999998,9.142000000000001,163.632,278.12624,373.14186,12.895999999999999,44.919,56.10349,65.79254,267.20399999999995,823.1999999999997,6.599999999999994,6.799999999999972,7.02,6.88,1.4,6.6640072034004705,천 수 
2015.0,8.0,서해중부,천 수 만,2,2,27.5557,27.1812,31.6454,31.5767,8.12,8.02,8.423436277500956,6.443571000242334,1.3731840000000008,1.819468800000001,19.418,72.898,3.08,3.6260000000000003,13.328,16.996,35.82599999999999,93.52,299.2164,301.28154,17.669999999999995,25.544,47.45635,54.72399,490.896,558.068,5.200000000000038,22.2,5.525999999999999,5.04,1.7,6.63536732258415,천 수 
2015.0,8.0,서해중부,천 수 만,3,1,27.0189,26.7805,31.7048,31.6341,8.03,8.02,6.530334103794558,6.287257957109772,0.9440640000000012,1.3903488000000008,57.232,65.28200000000001,3.696,3.738,21.392,19.334,82.32,88.35400000000001,269.24296,266.37478,18.972,21.142000000000003,36.471500000000006,43.566159999999996,413.14,418.712,4.39999999999996,16.600000000000005,1.4,1.616,1.8,6.677820655164681,천 수 
2015.0,8.0,서해중부,천 수 만,4,1,26.9018,26.8303,31.6823,31.673,8.04,8.03,6.356655005289383,6.495675347953188,0.7037568000000003,1.3731840000000008,50.833999999999996,50.078,3.6260000000000003,3.71,20.076,19.152,74.536,72.94,242.14204,236.39154,17.05,17.793999999999997,34.56872,35.26095,351.288,351.68,7.799999999999974,9.799999999999976,1.812,2.012,21.8,6.670790134784408,천 수 
2015.0,8.0,서해중부,천 수 만,5,2,26.9435,26.6778,31.6794,31.6756,8.04,8.03,6.582437833346107,6.460939116145952,1.0813824000000014,1.0642176000000017,47.824,49.672,3.71,3.682,20.272,19.012,71.806,72.366,236.97827999999998,233.44412000000003,16.678,17.453,33.27106000000001,33.8768,356.832,347.06,4.70000000000001,7.500000000000008,2.56,2.02,2.4,6.687777590057699,천 수 
2015.0,8.0,서해중부,천 수 만,6,2,27.2078,26.9114,31.6178,31.6098,8.08,8.01,7.502937055423533,6.269889841206153,1.613491199999999,1.1672063999999995,35.532,75.33866666666667,3.542,3.724,18.396,18.466,57.47,97.46799999999999,276.87562,269.28342000000004,19.437,23.653,47.5509,47.35653,503.72,486.668,5.39999999999996,22.799999999999986,6.28,2.228,1.6,6.664102523542165,천 수 
2015.0,8.0,서해중부,천 수 만,7,1,26.8836,26.8516,31.647,31.6408,8.02,8.01,6.426126644691452,6.287257957109772,1.2187008000000017,2.7978624000000014,57.20400000000001,60.14866666666668,3.738,3.822,21.588,21.811999999999998,82.53,85.666,241.00664,237.12864,19.406,20.088,38.72427,33.819140000000004,416.528,417.62,7.000000000000006,14.399999999999995,2.4,2.18,2.2,6.66961693392516,천 수 
2015.0,8.0,서해중부,태안연안,1,1,22.138,21.8574,31.9719,31.9769,8.08,8.08,7.79819152288233,7.659339113495605,0.8955727999999991,1.2842175999999996,8.638,10.262,18.06,18.13,28.504,27.020000000000003,55.202,55.412000000000006,208.60363999999998,239.71906,8.618,9.238,17.02923,18.15453,100.548,104.72,1.7999999999999958,2.0999999999999908,1.2919999999999998,1.776,6.2,7.26080398280697,태안
2015.0,8.0,서해중부,태안연안,2,2,22.3261,22.3183,32.0064,32.0177,8.08,8.07,7.746087793330778,7.7288115771100765,1.1490367999999995,1.3180127999999989,7.0,8.302,10.654000000000002,10.262,20.902,19.6,38.556,38.164,204.70856,222.51544,6.8820000000000014,7.254,17.8715,18.64588,174.44,148.67999999999995,2.200000000000008,2.799999999999997,2.66,2.82,5.2,7.1991154512199556,태안
2015.0,8.0,서해중부,태안연안,3,2,25.5059,25.348000000000006,31.8163,31.8218,8.12,8.1,7.6418803342276735,7.450921722652187,1.3518079999999983,2.3149711999999987,9.814,7.6720000000000015,0.462,0.77,3.234,2.772,13.51,11.214,216.32016,212.71138,7.316,7.254,24.09444,23.54915,199.136,200.592,3.500000000000003,4.000000000000004,4.38,4.14,2.9,6.834632332392956,태안
2015.0,8.0,서해중부,태안연안,4,3,26.9113,26.0945,31.571,31.7549,7.99,8.07,6.808220661402836,7.4335536067485695,1.6052719999999991,2.1122,78.61,18.774,3.948,1.4280000000000002,14.462,4.634,97.02,24.836,358.87404,250.86026,30.256,12.493,53.09990000000001,35.34899,566.076,360.332,3.499999999999975,4.399999999999988,6.0,5.306666666666667,2.0,6.750865118086167,태안
2015.0,8.0,서해중부,태안연안,5,2,25.5896,25.281,31.7784,31.8092,8.09,8.09,7.2771542273668075,7.138295636387062,1.030753599999999,1.7573503999999984,17.192,17.892,1.246,1.582,3.2060000000000004,3.472,21.644,22.946,234.34068,225.57066,9.3,8.618,27.47561,25.34002000000001,274.568,264.012,4.1999999999999815,5.299999999999999,2.784,4.62,2.5,6.842971051819203,태안
2015.0,8.0,서해중부,가로림연안,1,2,21.6454,21.6013,31.9163,31.9123,8.04,8.03,7.954502711536986,7.746179693013697,1.588374399999999,0.9124703999999986,6.146,7.937999999999999,14.392,15.75,37.8,41.3,58.33800000000001,64.988,225.28016000000002,236.40904,8.959,9.362,24.26339,20.3546,142.94,144.424,3.799999999999998,4.299999999999998,2.76,2.82,4.1,7.297291762189061,가로림
2015.0,8.0,서해중부,가로림연안,2,1,21.4413,21.4259,31.9226,31.9227,7.98,8.01,7.780823613031813,7.746179693013697,1.1659343999999991,1.3687055999999975,9.17,9.996,16.576,16.59,53.34,42.111999999999995,79.086,68.69800000000001,232.43304,233.61324,9.486,9.176,18.92023,20.40699,156.744,148.792,3.700000000000009,4.799999999999999,2.42,2.5,3.5,7.320135430002325,가로림
2015.0,8.0,서해중부,가로림연안,3,1,21.0535,21.0354,31.9593,31.9628,8.03,8.04,7.7113519736297444,7.780915924820932,0.7265967999999996,1.4025007999999999,7.895999999999999,10.43,18.298,18.41,37.73,36.414,63.92399999999999,65.25399999999999,221.91148,227.87702000000002,9.3,9.362,19.1487,17.977829999999994,145.46,140.56,1.7999999999999958,2.5999999999999908,1.972,2.08,5.4,7.3707511821543745,가로림
2015.0,8.0,서해중부,가로림연안,4,2,22.0169,21.8996,31.9055,31.9233,8.04,8.04,7.780823613031813,7.746179693013697,0.8110847999999977,1.233524799999998,10.061333333333332,10.397333333333334,14.854,14.854,41.58,41.3,66.318,66.402,358.82672,294.1883,10.478000000000002,9.765,22.658520000000006,21.84291,168.588,156.24,4.399999999999988,7.000000000000006,2.92,2.8,2.8,7.257538203746577,가로림
2015.0,8.0,서해중부,가로림연안,5,2,21.6408,21.6223,31.9304,31.9577,8.04,8.04,7.832927342583367,7.79828404072455,1.047651199999999,0.8110847999999977,8.423333333333334,8.488666666666667,14.952,15.162,36.904,37.226,60.256,60.872,366.9148,295.0717,9.362,9.113999999999999,20.40544,20.29849,140.084,142.32399999999996,4.5999999999999925,5.099999999999993,2.96,3.02,3.0,7.292580422917839,가로림
2015.0,8.0,서해중부,가로림연안,6,1,23.3011,22.9486,31.5593,31.6134,8.03,8.02,7.155578858413185,7.277240563616005,0.8617775999999997,1.4025007999999999,19.922,19.768,21.238000000000003,22.148000000000003,71.722,66.47200000000001,113.512,108.36,411.06534,338.5669000000001,14.725,14.662999999999998,23.46855,27.373929999999998,231.812,220.16400000000002,4.000000000000004,6.7000000000000135,1.896,2.58,3.6,7.135259941048206,가로림
2015.0,8.0,서해중부,대산연안,1,1,23.871,23.9114,31.0617,31.0256,7.92,7.92,6.634541562897662,6.495675347953188,1.0138559999999994,1.3687055999999975,71.792,70.812,15.316,15.288,109.71799999999999,106.834,196.826,192.93400000000003,507.54563999999993,320.52986,24.645,24.707,41.75514,44.78570000000001,492.716,492.744,9.199999999999985,14.6,1.484,1.744,1.5,7.038810330077001,대산
2015.0,8.0,서해중부,대산연안,2,1,23.6271,23.0043,31.2559,31.445,7.95,7.96,6.999267669758527,7.259872447712388,0.7772895999999986,1.3349103999999987,44.828,47.726000000000006,15.008,15.428,95.69,80.85,169.274,144.004,191.09622,200.04628,21.948,19.282,29.4655,28.37368,411.656,347.648,5.1999999999999815,9.399999999999963,1.268,1.516,1.8,7.135142147457861,대산
2015.0,8.0,서해중부,대산연안,3,1,23.2346,23.2091,31.3398,31.3379,7.95,7.95,7.016635579609045,7.1035594045798245,1.0983440000000009,1.081446399999998,57.44199999999999,56.57400000000001,15.021999999999998,15.316,91.63,90.29999999999998,164.09400000000005,162.19,215.01284,212.53946000000002,21.328000000000007,21.173000000000002,35.6066,37.97841,384.664,388.948,14.6,17.600000000000005,1.4880000000000002,1.804,1.4,7.113667187960735,대산
2015.0,8.0,서해중부,대산연안,4,1,23.1502,22.5933,31.6145,31.6811,8.01,8.02,7.398729596320428,7.485657954459422,0.608313599999999,1.081446399999998,16.73,14.644,25.186,25.788,74.59199999999998,64.17599999999999,116.50799999999998,104.60799999999999,217.2107,331.37412,14.662999999999998,14.167,24.95903,29.375290000000003,224.75599999999997,205.8,1.0000000000000009,1.899999999999985,1.254,0.898,4.0,7.177766498053598,대산
2015.0,8.0,서해중부,아산연안,1,1,22.7832,22.7353,31.4379,31.4443,7.9,7.94,7.0861072190111125,7.138295636387062,0.8617775999999997,1.1659343999999991,54.572,51.87000000000001,16.534000000000002,16.058,111.32799999999999,90.902,182.43400000000003,158.82999999999996,313.36018,238.66612,19.778,19.747,34.312349999999995,35.95814,354.284,345.8,7.799999999999974,10.599999999999998,1.1,1.4,1.2,7.169419089695961,아산
2015.0,8.0,서해중부,아산연안,2,1,22.8191,22.7605,31.4415,31.4364,7.95,7.95,7.0687393091605975,7.138295636387062,0.9462655999999978,1.6221695999999983,53.732,37.254,15.218,15.778,87.22,85.05,156.17000000000004,138.082,236.06632,238.4459,19.995,19.995,30.847479999999997,33.792790000000004,335.9720000000001,341.908,3.899999999999987,9.90000000000002,1.444,1.398,2.3,7.166525296209273,아산
2015.0,8.0,서해중부,아산연안,3,1,23.9597,23.2762,31.0197,31.2338,7.94,7.94,7.05137139931008,6.94724636144726,0.8955727999999991,0.7772895999999986,68.642,68.334,16.058,15.847999999999999,111.21599999999998,94.89200000000001,195.916,179.074,282.89576,244.11296000000002,23.994,22.723000000000006,37.25859000000001,36.30596,518.0,433.80400000000003,3.599999999999992,5.1999999999999815,1.872,1.216,2.0,7.109488810846288,아산
2015.0,8.0,서해중부,아산연안,4,3,25.198,24.2422,29.1487,30.3695,7.84,7.87,6.1829759067842085,6.235153609398915,1.655964799999998,1.081446399999998,141.41400000000004,105.53200000000001,24.248,18.956000000000003,250.32,150.06600000000003,415.98199999999997,274.55400000000003,467.49626,327.7544200000001,41.881,33.015,56.14937,46.27215,872.76,691.2080000000002,4.1999999999999815,8.000000000000009,1.904,1.032,1.3,7.024547389632315,아산
2015.0,8.0,서해중부,아산연안,5,1,23.7132,23.3828,30.9524,31.1565,7.93,7.92,7.155578858413185,6.825669550121932,1.4193984,1.1490367999999995,80.738,73.794,16.926000000000002,15.875999999999998,130.34,99.95999999999998,228.00400000000002,189.63,290.9743200000001,275.3086,27.032,24.955,40.55327000000001,42.80697,609.3919999999998,488.57200000000006,3.0000000000000027,9.500000000000009,2.22,1.09,2.5,7.099261506805839,아산
2015.0,8.0,서해중부,인천연안,1,4,26.2463,26.1886,27.0482,27.9762,7.67,7.68,6.0266647181295525,6.061472450362735,1.6154463999999962,2.388798399999998,173.65599999999995,180.978,40.726,39.564,545.832,472.024,760.2139999999997,692.566,958.19304,928.73116,62.341,60.729,86.07615,95.45365,965.076,925.54,30.000000000000032,35.000000000000036,1.02,1.36,0.7,6.885463892172332,인천
2015.0,8.0,서해중부,인천연안,2,4,26.1093,26.0004,28.7626,29.1322,7.7,7.71,6.061400537830586,6.096208682169971,1.9076016,2.4575407999999968,192.136,143.22,33.642,32.676,391.86,336.98,617.638,512.876,879.33594,834.7455199999997,58.807,56.761,91.62639,106.60558999999999,854.8960000000002,831.572,39.49999999999995,68.0,1.66,1.94,0.6,6.862645459537413,인천
2015.0,8.0,서해중부,인천연안,3,3,26.1815,25.9573,29.0005,29.2243,7.74,7.75,6.1656079969336925,6.1656811457844425,1.8044879999999983,2.2169423999999998,192.55599999999998,193.088,33.544000000000004,31.304,394.1,318.262,620.2,542.654,964.7815800000001,851.2963199999998,59.551,55.459,84.54351,98.16522,876.7080000000002,812.028,23.500000000000053,56.50000000000002,1.42,1.78,1.0,6.86412027934355,인천
2015.0,8.0,서해중부,인천연안,4,3,26.0924,25.8902,29.0092,29.4627,7.73,7.75,6.009296808279033,6.1656811457844425,1.8732303999999969,2.388798399999998,63.42,193.956,32.382,29.624,374.402,295.386,470.204,518.966,921.3612800000001,893.11544,58.404,53.971,82.34964000000002,116.13127,844.508,800.9119999999998,22.999999999999968,89.5,1.71,2.33,1.0,6.8627285563597304,인천
2015.0,8.0,서해중부,인천연안,5,2,25.9981,25.7468,29.0471,29.7838,7.74,7.78,6.0961363575316225,6.339362304820624,1.6326319999999988,3.1105935999999983,205.646,179.28400000000005,31.654,25.634,356.594,246.82,593.894,451.73800000000006,832.9214599999998,757.19028,58.032,50.127,76.01913,88.59025,828.8560000000001,741.916,13.000000000000007,49.59999999999998,1.664,2.176,1.3,6.8670748416122285,인천
2015.0,8.0,서해중부,인천연안,6,2,26.0936,25.656,30.5297,30.5704,7.46,7.67,6.790852751552317,6.738828970603844,1.1170639999999976,1.5467039999999976,183.512,178.37400000000005,16.59,16.562,161.308,152.628,361.41,347.564,652.89224,639.43894,48.081,45.353,69.96544999999999,67.17824,658.0,647.864,10.999999999999952,12.799999999999974,2.12,3.464,1.0,6.847160259793126,인천
