년,시도,시군,일별처리량,"소재지
(도로명 주소 및 지번주소 병기)",시설용량(톤/일)(A),유입BOD(mg/L)평균,방류BOD(mg/L)평균,"평균
처리효율
(%)",유입COD(mg/L)평균,방류COD(mg/L)평균,유입SS(mg/L)평균,방류SS(mg/L)평균,유입T-N(mg/L)평균,방류T-N(mg/L)평균,유입T-P(mg/L)평균,방류T-P(mg/L)평균,유입대장균군수(개/mL)평균,방류대장균군수(개/mL)평균
2016,전남,여수시,810.0,"전남 여수시 율촌면 율촌산단1로 285
(전남 여수시 율촌면 조화리 921번지)",3500,52.4,2.0,0.9620000000000001,87.7,18.1,79.6,1.2,35.611999999999995,11.677999999999999,2.294,0.13249180327868848,155128,2.0
2016,전남,고흥군,656.0,"고흥군 동강면 청정식품단지길 86
(고흥군 동강면 장덕리 1118-6번지)",400,1042.8,4.6,0.996,501.6,8.9,591.5,2.7,36.335,9.446,18.768,1.6880000000000002,86554,79.7
2016,전남,무안군,644.0,"전남 무안군 삼향읍 복용길 21-10
(전남 무안군 삼향읍 지산리 888-1)",300,147.2,2.8,0.981,109.5,6.4,617.6,1.6,29.221999999999998,9.488999999999999,7.315,0.40299999999999997,42617,43.0
2016,전남,무안군,311.0,"전남 무안군 청계면 청계공단길 40-10
(전남 무안군 청계면 청수리 558)",650,294.9,6.4,0.9790000000000001,201.8,15.0,504.4,6.1,40.928000000000004,7.605,15.464,0.315,56690,400.0
2016,전남,영광군,356.0,"영광군 대마면 전기차2로 197
(송죽리 1032-2번지)",1800,62.7,2.5,0.961,47.6,7.5,44.3,5.5,22.855,11.697000000000001,4.519,0.65,21134,0.0
2016,전남,함평군,38.0,"전라남도 함평군 학교면 영산로 3731
(전라남도 함평군 학교면 죽정리 85-50)",400,7.3,7.7,-0.055,73.5,30.1,88.0,7.3,50.091,52.228,9.857999999999999,4.801,1232,273.0
2016,전남,화순군,83.0,화순군 동면 동농공길 5-1,1200,109.6,3.7,0.9670000000000001,77.1,11.2,95.7,4.4,24.406999999999996,8.004,4.393,0.146,49557,43.0
2016,강원,원주시,685.0,"강원도 원주시 문막읍 동화공단로 151-2
(강원도 원주시 문막읍 동화리 1654-3)",900,150.1,1.3,0.992,112.8,5.5,212.2,0.7,45.558,6.0520000000000005,5.212999999999999,0.084,459397,202.0
2016,강원,강릉시,73.0,"강원도 강릉시 주문진읍 농공단지길 33
(강원도 강릉시 주문진읍 교항리 1207-38)",2600,3987.4,1.2,1.0,1486.6,11.8,1510.1,1.6,454.77099999999996,12.220999999999998,69.952,0.23399999999999999,155847,0.0
2016,강원,동해시,24.0,"강원도 동해시 공단1로 276
(강원도 동해시 구호동 233)",6500,1431.3,1.2,1.0,704.9,15.0,1165.0,3.4,198.701,11.026,41.294,0.272,464254,125.0
2016,강원,홍천군,34031.0,"강원도 홍천군 남면 흥성길 39
(강원도 홍천군 남면 화전리 1689번지)",260,1354.8375,69.1,0.9490000000000001,650.3041666666667,46.44166666666666,579.5958333333333,1.8,37.24091666666666,2.667666666666665,11.725749999999998,0.026000000000000002,22637.5,0.0
2016,강원,횡성군,29711.0,"강원도 횡성군 공근면 아이티밸리길 6
(강원도 횡성군 공근면 초원리 662-5번지)",680,833.6,1.7,0.998,540.3,11.1,382.7,2.1,35.904379999999996,4.1739999999999995,3.605,0.039,247667,0.0
2016,강원,횡성군,75284.0,강원도 횡성군 우천면 우천제2농공단지로 112(강원도 횡성군 우천면 법주리 717),300,548.513,0.934783,0.9990000000000001,178.97,4.78,447.39,0.226,75.2656,12.8995,17.344,0.08800000000000001,18608,0.0
2016,강원,인제군,19506.0,"강원도 인제군 북면 원통로74번길 10-22
(강원도 인제군 북면 원통리 1719번지)",250,546.6,0.6,0.9990000000000001,445.7,8.6,253.7,1.1,36.503,2.417,5.144,0.027000000000000003,16542,30.0
2016,충북,충주시,136.0,"충주시 주덕읍 중원산업로 327
(충청북도 충주시 주덕읍 당우리 1504)",800,132.0,3.3,0.975,120.1,10.1,128.3,4.9,31.767,8.351,2.037,0.134,2679,11.0
2016,충북,충주시,904.0,"충주시 대소원면 첨단산업5로 30
충주시 대소원면 본리636",4000,155.4,3.6,0.977,115.7,7.8,118.7,2.8,36.806999999999995,10.792,2.7969999999999997,0.18899999999999997,2933,10.0
2016,충북,충주시,2533.0,"충주시 대소원면 기업도시2로 137-20
충주시 대소원면 영평리 516",5500,140.8,3.1,0.978,139.0,13.5,130.7,1.5,23.91,5.274,2.845,0.223,2368,0.0
2016,충북,단양군,2597.0,"충청북도 단양군 매포읍 농공단지로 262
(충청북도 단양군 매포읍 상괴리 200)",110,71.5,3.3,0.96,37.8,3.4,39.7,2.7,32.719,14.652000000000001,18.733,0.309,10750,15.0
2016,대구,달성군,987.0,"대구 달성군 유가면 테크노순환로1길 20
(대구 달성군 유가면 금리 1142-4)",4500,173.7,1.1,0.9940000000000001,101.9,4.0,198.3,1.6,39.169000000000004,5.066,3.9589999999999996,0.022000000000000002,240820,147.0
2016,대구,달성군,233.0,대구시 달성군 논공읍 농공공단1길 57,1500,170.06956521739133,1.5,0.992,56.5,3.0,76.9,1.0,18.3,5.3260000000000005,3.2260000000000004,0.057999999999999996,222748,2336.0
2016,경북,경산시,85.0,경북 경산시 경안로 497(대정동 160),100000,164.6,4.3,0.9740000000000001,97.5,8.9,151.4,2.1,38.89,10.196,4.329,0.06,82303,336.0
2016,경북,경주시,159.0,경북 경주시 천북면 화산공단길 247-28,200,203.7,3.1,0.985,89.4,15.2,44.0,2.3,69.13,8.32,4.327,0.429,1970,99.0
2016,경북,고령군,191.0,"경북 고령군 개진면 회천로 338
(경북 고령군 개진면 반운리748)",1650,4.6,2.4,0.479,4.4,3.5,11.0,3.2,5.077,4.625,0.091,0.046,467,75.0
2016,경북,고령군,5996.0,"경북 고령군 개진면 개진산단길 39
(경북 고령군 신안리 27번지)",1000,3921.0,2.9,1.0,2560.0,12.7,596.3,2.969,185.519,4.77,36.503,0.064,407494,403.0
2016,경북,구미시,237.0,"경북 구미시 고아읍 농공단지길 36-28
(고아읍 오로리 60-33번지)",540,581.9,1.4,0.998,394.8,7.3,174.7,4.2,45.632,6.414,6.269,0.062,5366417,14.0
2016,경북,봉화군,2354.0,"경북 봉화군 봉화읍 1농공단지길88
(거촌리 733번지) ",350,372.2,3.7,0.991,605.2,10.2,201.6,6.3,49.033,5.46,15.094000000000001,0.359,16917,586.0
2016,경북,상주시,46.0,"경북 상주시 은척면 성주봉로 63
(남곡리674번지)",450,40.8,0.8,0.981,33.4,2.8,56.2,1.4,7.551,3.443,1.5319999999999998,0.052000000000000005,8992,12.0
2016,경북,성주군,97.0,"성주군 월항면 세종대왕자태실로 13
(장산리 1555)",3000,62.3,8.7,0.861,54.6,10.7,46.1,1.8,9.642000000000001,4.923,0.672,0.036000000000000004,144875,0.0
2016,경북,영양군,58.0,"경북 영양군 일월면 주실1길 57-16
(경북 영양군 일월면 주곡리 576-2)",650,288.0,1.9,0.9940000000000001,226.3,6.2,205.5,4.5,26.391,6.836,5.565,0.11599999999999999,127188,30.0
2016,경북,영천시,291.0,"영천시 고경면 상리공단길22
(상리리 600-13)",200,38.1,4.8,0.875,28.2,4.5,55.5,7.0,33.939,9.988,1.3319999999999999,0.079,8529,234.0
2016,경북,영천시,280.0,"영천시 동강포길 25-5
(도남동 710)",2400,159.2,2.2,0.987,126.2,9.9,304.2,6.2,42.39,10.995,5.185,0.213,318228,104.0
2016,경북,청도군,56.0,경북 청도군 풍각면 봉기1길 52-11,600,840.4,3.0,0.997,592.5,11.5,1358.0,2.7,36.548,2.593,3.3560000000000003,0.04,1894683,199.0
2016,경북,포항시,735.0,경북 포항 시북구 동해대로2315번길 14-8,350,299.3,3.3,0.9890000000000001,231.6,19.1,222.9,4.1,35.554,10.175,3.372,1.089,199192,349.0
2016,경북,안동시,78.0,경북안동시 풍산읍 매곡리,1500,272.6620218579236,1.7155737704918026,0.9940000000000001,209.2726229508197,6.914754098360659,160.12021857923497,1.5866120218579225,34.520566120218604,5.886867213114755,4.937034426229505,0.06875956284152994,118724.043715847,49.114754098360656
2016,전북,군산시,53.0,"군산시 외항로 1350
(비응도동 21)",30000,185.8,3.8,0.98,186.7,15.5,201.4,3.9,19.987000000000002,9.141,5.598,0.326,108303,0.0
2016,전북,익산시,148.0,"익산시 금강동 316번지
(익산시 하나로2길 16)",30000,110.5,4.2,0.9620000000000001,102.6,8.7,109.6,2.4,28.178,6.499,3.053,0.055999999999999994,138699,55.0
2016,전북,익산시,268.0,"익산시황등면석재단지길91-39
(황등면율촌리876)",6000,5.8,1.1,0.8109999999999999,4.4,3.1,230.7,4.0,5.206,3.095,0.251,0.016,13,2.3
2016,전북,익산시,644.0,"익산시 왕궁면 광암리 1381번지
(익산시 왕궁면 왕궁농공단지길 67)",250,102.8,4.1,0.961,92.0,6.6,97.7,3.5,28.426,7.653,2.864,0.047,109286,0.0
2016,전북,김제시,141.0,"김제시 봉황공단 2길 30-18
(월성동 491-11)",450,175.9,10.3,0.9420000000000001,145.2,17.6,232.0,6.6,74.358,18.204,7.111000000000001,1.705,17588,0.0
2016,경북,칠곡군,62.0,기산면 주산로 1021,400,168.4,1.2,0.993,161.1,4.0,92.1,3.0,24.64,9.271,2.469,0.036000000000000004,606580,0.0
2016,충남,금산군,55038.0,금산군 추부면 신평공단로 43(신평리 1004-4),300,186.74,1.3,0.9940000000000001,206.19,3.74,664.11,5.9,58.141000000000005,12.636,13.753,0.11900000000000001,999999,45.0
2016,인천,인천시,48909.0,인천시 서구 가람로 48(오류동 161--4),3000,325.7,4.1,0.988,225.4,26.0,240.89803921568625,1.0515710382513663,53.762999999999984,21.26428711293259,4.894333333333333,0.4519419398907106,355916.6666666667,355.58333333333326
2016,경기,안성시,1205.0,안성시 미양면 제2공단 5길 28,11000,82.7,2.2,0.9740000000000001,72.9,12.2,89.9,3.2,25.579,6.281000000000001,2.019,0.147,72766,425.0
2016,경기,양주시,1078.0,양주시 남면 검준길 184,23000,478.3,2.0,1.0,337.5,24.5,226.9,3.4,92.586,12.395999999999999,5.067,0.039,941,37.0
2016,경기,평택시,128.0,평택시 청북면 청북산단로 105,5500,183.4,1.4,0.993,93.5,5.9,88.6,0.3,21.041999999999998,3.3160000000000003,2.739,0.047,20520,59.4
2016,경기,평택시,183.0, 평택시 현곡산단로 16-2,3600,81.9,1.4,0.983,60.2,6.1,108.8,1.9,31.247,9.2145,2.7289999999999996,0.040999999999999995,59078,66.0
2016,경기,연천군,418.0,경기도 연천군 청산면 초대로 217-41(대전리 636),19000,405.1,20.9,0.9490000000000001,405.1,46.5,77.3,18.0,15.245999999999999,5.441,2.509,0.062,1083,34.0
2016,부산,기장군,293.0,부산 기장군 장안 장안산단 1로 89(반룡리 860),1000,172.2,5.52,0.968,121.3,9.84,52.79,3.07,65.964,7.007999999999999,6.392,0.555,46500,104.0
2016,경남,산청군,28.0,산청군 금서면 친환경로 2436(매촌리 1329),50,0.4,0.3,0.25,1.6,1.4,0.2,0.2,0.629,0.52,0.026000000000000002,0.055999999999999994,0,0.0
2016,경남,양산시,81.0,경남 양산시 충렬로 111(교동 90),13000,274.4,1.1,0.996,210.4,10.9,203.0,2.4,42.262,8.724,5.4110000000000005,0.035,5271,6.0
2016,경남,양산시,253.0,경남 양산시 어곡로 50(어곡동 870-5),10000,441.6,3.3,0.993,288.1,10.0,195.8,1.6,21.285,5.525,5.765,0.040999999999999995,215792,197.0
2016,경남,진주시,63.0,"진주시 남강로 1511 (73-1, 초전동)",30000,206.2,2.2,0.99,210.7,15.4,284.1,3.0,30.1,6.199,2.249,0.055,53391,11.0
2016,경남,창녕군,47.0,경남 창녕군 대합면 용산 유산로 94(합리 1233-4),1200,82.5,1.3,0.985,69.8,5.9,148.4,1.8,27.706999999999997,2.827,2.971,0.021,123731,30.0
2016,경남,통영시,2721.0,통영시 광도면 공단로 902(황리 1610),3000,227.4,1.7,0.993,138.5,5.3,226.1,0.9,47.693999999999996,6.622000000000001,6.882000000000001,0.075,295113,28.0
2016,경남,함안군,592.0,함안군 군북면 함안산단 7길 68(사도리 산5-5),1700,115.0,0.8,0.9940000000000001,103.0,8.2,200.7,1.4,43.001999999999995,6.7589999999999995,3.761,0.031,1423000,150.0
2016,충북,청주시,671.0,충북 청주시 직지대로 277,31000,103.0,4.0,0.9620000000000001,86.5,12.1,91.7,4.2,30.747,9.504,1.5819999999999999,0.066,225847,213.0
2016,대전,대전시,201.0,대덕구 문평동로72번길 65(문평동 69-1),60000,135.7,1.5,0.9890000000000001,89.9,13.1,148.0,4.5,30.264,11.517000000000001,2.5580000000000003,0.111,108440,107.0
2016,세종,세종시,14.0,세종시 전의면 소정구길40 (유천리 935),1150,146.7,0.8,0.995,102.5,4.2,94.9,2.2,44.408,9.846,7.428999999999999,0.24100000000000002,31029,4.0
2016,충북,청주시,91.0,흥덕구 오송읍 오송가락로 289(만수리 513),9750,311.6,2.1,0.9940000000000001,155.2,4.4,261.1,1.5,60.275,3.301,5.944,0.016,266981,38.0
2016,충북,진천군,89.0,충북 진천군 광혜원면 .성길 84-26,11000,216.3,2.9,0.987,182.2,6.3,222.9,2.4,35.684,6.7,6.689,0.1,107623,15.0
2016,충북,진천군,54.0,충북 진천군 덕산면 신척산단 3로 97,5500,238.7,3.4,0.986,88.8,7.5,283.8,5.0,40.056,9.055,2.602,0.20600000000000002,55414,1363.0
2016,충북,옥천군,280.0,옥천군 청산면 인정리 일원,500,41.8,3.9,0.907,76.6,6.86,9.49,1.88,26.897,6.337999999999999,1.8530000000000002,0.09,867,10.5
2016,충남,천안시,2505.0,충남 천안시 직산읍 신갈리 4산단1길 73,5000,151.1,1.4,0.991,119.3,7.0,147.2,2.6,32.653,5.046,5.459,0.21100000000000002,131958,31.0
2016,충남,공주시,315.0,탄천면 탄천산업단지길 112-20(덕지리 736),1700,200.5,2.7,0.987,159.3,7.6,150.2,2.5,26.523000000000003,8.472000000000001,2.477,0.071,59450,0.0
2016,충남,공주시,1571.0,.미농공단지길 26-8 (.미동 442),410,1108.3,2.0,0.9990000000000001,514.7,6.6,891.9,2.6,116.975,11.815999999999999,13.829,0.07200000000000001,638271,24.0
2016,충남,보령시,1736.0,주포면 관산공단길3(주포면 관산리320-18),350,34.1,2.8,0.9179999999999999,60.6,6.0,25.5,2.0,30.241,2.4859999999999998,2.186,0.281,17418,587.0
2016,충남,보령시,1016.0,청소면  충서로3647-45(청소면 장곡리1173),250,27.6,2.6,0.9059999999999999,51.4,5.2,19.5,1.9,25.249000000000002,2.325,1.617,0.331,19000,525.0
2016,충남,아산시,96.0, 충남 아산시 온천대로 1122번길 16-8,350,141.2,2.0,0.986,82.9,14.5,88.6,1.4,45.104,12.588,3.9619999999999997,1.057,330983,66.0
2016,충남,아산시,506.0,충남 아산시 둔포면 아산밸리로117,5000,232.8,4.0,0.983,147.8,11.3,209.4,5.3,41.562,7.835,5.981,0.604,382104,15.0
2016,충남,서산시,62.0,서산시 대산읍 대죽1로 430 (대죽리 12-2),12000,179.0,3.0,0.9840000000000001,125.9,7.3,91.3,1.4,25.943,8.548,2.41,0.45399999999999996,11257,81.0
2016,충남,서산시,40.0,서산시 성연면 왕정리 558번지(왕정리 558),3000,157.03,3.79,0.976,129.25,11.89,106.15,2.69,52.036,6.425,4.986000000000001,0.1617,49015,219.0
2016,충남,논산시,79.0,충남 논산시 강경읍 농공단지로 40,350,1020.2,16.6,0.993,1025.4,20.9,790.0,7.5,105.51899999999999,8.7,11.933,0.2,15555,613.0
2016,충남,논산시,21.0,충남 논산시 은진면 동산산업단지로 123-8,850,229.1,4.2,0.982,126.5,7.8,219.0,2.575,47.601000000000006,5.755,4.019,0.059000000000000004,998,77.0
2016,충남,논산시,74.0,충남 논산시 성동면 산업단지로2길 51,1600,804.8,6.0,0.993,581.6,6.6,240.0,1.7,28.54,3.4210000000000003,6.169,0.092,1957,121.0
2016,충남,당진시,72.0,합덕읍 합덕산단4로 54 (소소리 637),1000,85.2,1.6,0.982,74.2,6.4,92.1,5.2,64.033,9.771,11.032,1.59,17060,5.0
2016,충남,당진시,558.0,송산면 유곡로 342-27 (동곡리 306-43),8300,173.7,0.5,0.998,102.5,6.3,103.1,3.9,21.761,6.386,0.9390000000000001,0.016,66360,113.0
2016,충남,서천군,170.0,장항읍 장항공단28번길 8 (원수리 450-7),600,137.01,1.23,0.992,97.38,5.94,126.26,4.05,34.516,10.068,5.642,1.4,59899,55.33
2016,충남,서천군,1652.0,충남 서천군 종천면 석촌리 672,800,623.5,1.9,0.997,270.4,12.8,241.1,2.2,55.5,4.4,10.4,0.3,86966.7,194.3
2016,충남,청양군,2097.0,충남 청양군 운곡면 신대리 762-2,200,262.4,4.78,0.982,185.45,10.17,76.34,5.05,18.891,6.631,1.806,0.182,416,0.0
2016,충남,홍성군,119.0,홍성군 갈산면 산단로 387(취생리 620) ,400,171.9,1.3,0.993,93.7,3.2,116.8,1.1,44.117,6.572,3.897,0.324,194176,0.0
2016,충남,홍성군,2790.0,구항면 충서로 966번길 19-4(청광리 26-13),300,153.9,8.0,0.9490000000000001,84.7,12.2,29.2,3.9,70.695,17.893,3.403,0.917,399714,0.0
2016,충남,예산군,1578.0,충남 예산군 삽교읍 산단3길 146,3250,330.0,0.7,0.998,150.8,7.2,187.3,2.0,41.12,6.016,5.8,0.264,411014,3.0
2016,충남,예산군,1760.0,예산읍 예산산업단지로 67-13,1000,608.56,5.99,0.991,300.45,45.88,515.3,19.0,71.5,10.775,5.556,0.457,102556,196.0
2016,충남,예산군,1101.0,예산군 신암면 추사로 235-5(두곡리 250-13),400,79.4,1.1,0.987,112.55,4.9,357.5,3.5,27.58,16.939,5.593,1.805,93670,895.0
2016,충남,예산군,1892.0,예산군 예산읍 벚꽃로 388번길 4,300,144.7,3.7,0.975,89.3,9.8,118.7,6.2,39.888000000000005,9.721,5.683,1.409,58308,306.0
2016,전남,구례군,1343.0,전남 구례군 간전면 간문리,200,50.28,1.64,0.968,64.95,4.81,46.88,2.27,13.25,6.697,1.145,0.29100000000000004,8600,256.0
2016,전남,구례군,22.0,전남 구례군 용방면 용산로 107-66,500,638.033,9.9,0.985,183.95,8.31,545.4625,2.0708,20.484,5.3923,2.597917,0.057541999999999996,3989.167,150.833
2016,전남,나주시,36829.0,나주시 동수농공단지길 89-15,1200,471.5,2.3,0.996,374.4,6.8,798.4,1.7,42.06399999999999,2.88,19.619,0.166,24275,80.0
2016,전남,나주시,1192.0,나주시 노안면 장동리 84-2,270,193.4,2.4,0.988,190.6,8.5,140.9,4.1,41.369,5.306,8.355,0.155,29829,96.0
2016,전남,영광군,1169.0,"영광군 군서면 백수로17길 26-15
(만곡리 815번지)",300,155.9,3.8,0.976,80.7,8.1,102.9,4.8,57.262,15.759,9.199,0.583,179514,26.0
2016,전남,영암군,20919.0,"영암군 삼호읍 대불로 93
(영암군 삼호읍 용당리 1700)",5000,172.0,2.1,0.988,59.0,4.1,112.7,2.2,35.274,4.239,6.341,0.091,25005,10.0
2016,전남,영암군,422.0," 영암군 신북면 갈곡리 37
(영암군 신북면 신북공단로 55)",1300,70.2,0.88,0.988,95.84,11.7,72.86,1.53,10.249388888888891,7.719393939393939,2.636,0.040999999999999995,8166,97.0
2016,전남,완도군,88237.0,전남 완도군 완도읍 농공단지7길 41,1750,107.4,4.4,0.96,92.4,5.2,38.1,1.5,43.353,10.749,5.086,0.341,77458,73.0
2016,전남,장성군,72.0,장성군 동화면 전자농공단지길 7,300,113.2,2.2,0.981,71.2,5.5,117.9,5.1,29.52,6.212000000000001,3.763,0.22399999999999998,300000,119.0
2016,전남,장흥군,1144.0,전남 장흥군 부산면 금자리 830-7,300,26.4,2.98,0.888,8.01,2.11,13.64,0.33,4.35,2.24,3.12,0.31,140,22.92
2016,전남,장흥군,3185.0,전남 장흥군 장흥읍 산단1로 32-33(해당리 650-2),2000,2757.7,1.3,1.0,1074.1,5.9,1598.6,0.7,481.91900000000004,6.454,49.9,0.251,17157,14.0
2016,전남,해남군,422.0,"해남군 옥천면 농공단지길 24-8
(해남군 옥천면 영신리 604-1)",200,43.8,3.5,0.9209999999999999,30.8,6.7,92.5,4.1,14.289000000000001,10.616,1.91,0.9670000000000001,6535,155.0
2016,강원,원주시,626.0,"강원도 원주시 문막읍 문막공단길 128
(강원도 원주시 반계리 2242번지)",3000,173.1188,0.645833,0.997,106.1,4.8,90.8,0.4,21.989,8.127,2.64,0.05,49146,30.0
2016,강원,속초시,282.0,"강원도 속초시 농공단지2길 5
(강원도 속초시 대포동 982)",4000,3296.8,1.5,1.0,1403.0,7.1,1676.0,2.8,196.80700000000002,5.806,56.265,0.733,119106.9,16.5
2016,강원,평창군,269.0,"강원도 평창군 방림면 평창대로 84-38
(강원도 평창군 방림면 방림리 611-7)",200,1484.3,2.7,0.9990000000000001,1088.0,33.2,1054.4,4.6,165.63099999999997,11.578,30.897,0.23399999999999999,78282.6,0.3
2016,강원,고성군,151.4,"고성군 죽왕면 인정길 14-6
(고성군 죽왕면 오호리 278-9)",220,235.2,2.2,0.991,79.6,7.5,134.9,1.4,35.294000000000004,3.2289999999999996,8.135,0.665,227131,35.0
2016,강원,양양군,163.0,"양양군 양양읍 포월새말길 23-11
(양양군 양양읍 포월리 261-1)",1200,817.8,4.7,0.995,639.6,10.0,696.1,1.6,201.44299999999998,8.024,24.206,0.39299999999999996,221000,43.0
2016,충북,괴산군,298.0,"괴산군 사리면 사리로 121-12
(괴산군 사리면 방축리 623-1)",250,113.1,0.8,0.993,85.7,4.9,208.9,1.9,35.499,10.985,7.711,0.168,217679,271.3
2016,충북,음성군,314.0,"음성군 대소면 대소산단로 81-26
(음성군 대소면 대풍리 263-16)",3500,105.0,2.0,0.981,93.2,7.3,170.7,1.624,26.684,3.7110000000000003,6.5,0.027999999999999997,8575.38,5.569
2016,충북,음성군,924.0,"음성군 대소면 대풍산단로 232
(음성군 대소면 대풍리 38-2)",2500,257.1,2.71,0.99,202.7469,10.1,267.2,2.7,20.017,1.4240000000000002,4.0089999999999995,0.07400000000000001,3369,8.33
2016,충북,음성군,622.0,"음성군 금왕읍 대금로1278번길 7
(음성군 금왕읍 오선리 36-2)",3300,357.7,4.86,0.987,194.49900000000002,9.457,408.278,4.571000000000001,91.22,7.539,7.0729999999999995,0.17,33854,118.8
2016,충북,음성군,58.0,"음성군 삼성면 하이텍산단로 52
(음성군 삼성면 상곡리 766)",2000,154.208,2.9610000000000003,0.981,141.4,7.221,153.2,3.8930000000000002,47.073,6.104,8.637,0.053,10933,21.451
2016,충북,음성군,111.0,"음성군 맹동면 맹동산단1길 48
(음성군 맹동면 쌍정리 288)",3000,154.1137254901961,4.7,0.97,247.1,5.2,409.2,3.0,108.98100000000001,6.527,14.647,0.105,350816,1066.0
2016,충북,음성군,1198.0,"음성군 원남면 원남산단로 81
(음성군 원남면 상노리 769)",2500,105.2,5.5,0.948,143.9,11.9,125.2,5.4,54.733000000000004,6.325,8.23,0.22899999999999998,52416.67,293.3
2016,대구,달서구,246.0,"대구 달서구 달서대로 232
(대구 달서구 대천동 695)",60000,297.0,0.9,0.997,192.2,11.8,180.6,1.5,36.626,8.067,1.6909999999999998,0.09699999999999999,1200040,155.0
2016,대구,달성군,229.0,"대구 달성군 구지면 달성2차서로 67
(대구 달성군 구지면 내리 837-8)",4500,198.4,1.3,0.9940000000000001,117.6,5.7,225.1,1.4,38.654,7.0329999999999995,7.207999999999999,0.02,95945,144.0
2016,대구,달성군,103.0,"대구시 달성군 논공읍 논공중앙로 13
(남리 471-2)",25000,101.3,0.8,0.993,110.1,7.1,122.1,1.1,40.11,7.437,4.495,0.065,142596,0.0
2016,경북,군위군,39.0,"경북 군위군 효령면 경북대로 2656-8
(군위군 효령면 중구리 17번지)",200,17.5,1.8,0.898,22.1,4.1,19.1,2.7,9.975,7.457000000000001,0.565,0.228,미측정,0.0
2016,경북,성주군,1506.0,"성주군 성주읍 성주산업단지로1길 46
(성주군 성주읍 예산리 949)",1200,172.0,1.2,0.9940000000000001,113.8,6.7,152.9,1.9,36.059,6.693,3.076,0.045,179605,58.0
2016,경북,예천군,8.0,예천군 예천읍 농공단지길 53,450,302.6,4.3,0.986,259.7,22.9,475.0,5.3,15.314,2.5989999999999998,1.3459999999999999,0.16699999999999998,8190,66.0
2016,전북,전주시,22013.0,"전주시 완산구 정여립로 655-5
(전주시 완산구 상림동 산188)",230,2328.0,3.0,0.9990000000000001,1460.0,3.0,292.0,1.0,73.741,2.355,1.208,0.034,125199,41.0
2016,전북,군산시,236.0,"군산시 서수면 상장곤윗길 42
(마룡리 93-18)",300,302.2,1.8,0.995,144.2,10.6,128.3,1.5,108.37200000000001,14.168,4.5089999999999995,0.09300000000000001,156462,23.0
2016,전북,익산시,24179.0,전북 익산시 낭산면 산단구평길 143-46,5500,88.6,1.8,0.98,84.8,6.6,70.1,1.3,29.059,6.292999999999999,4.133,0.057,6919,0.0
2016,전북,정읍시,225.0,"정읍시 신태인읍 석지로 633
(정읍시 신태인읍 신용리 1371번지)",600,87.4,2.3,0.9740000000000001,58.2,10.3,99.2,2.2,27.723000000000003,12.847000000000001,3.548,0.081,12224,524.0
2016,전북,완주군,167.0,"완주군 삼례읍 후상제방길 62
(후정리 184)",18000,133.9,1.0,0.993,85.5,8.8,150.4,1.7,33.043,6.603,2.18,0.036000000000000004,207319,48.0
2016,전북,부안군,387.0,부안군 행안면 옥여길 32-14,5100,178.6,1.0,0.995,123.9,10.3,277.9,5.2,52.766999999999996,10.164,3.823,0.08199999999999999,5977,14.0
2016,부산,부산시,264.0,부산 기장군 장안읍 명례산단 1로 5(기룡리 1139-7),1600,70.5,3.8,0.9470000000000001,79.6,8.4,121.5,3.2,65.187,7.006,3.4939999999999998,0.336,722021,96.0
2016,충남,서산시,304.0,서산시 성연면 신당1로 105,500,329.5,1.08,0.997,142.7,7.72,229.8,1.03,70.628,14.65,6.329,0.92,184000,68.0
2016,강원,영월군,11400.0,"강원도 영월군 영월읍 팔괴1농공단지길 4
(강원도 영월군 영월읍 팔괴리 1225)",430,301.1,4.8,0.985,226.3,17.5,301.5,1.5,66.039,9.493,11.616,0.09699999999999999,64000,0.0
2016,강원,정선군,2910.0,"강원도 정선군 신동읍 의림로 141-78
(강원도 정선군 신동읍 예미리 896-4번지)",250,141.7,0.8,0.995,64.9,3.8,118.3,1.1,22.566,3.675,3.1710000000000003,0.09699999999999999,35000개 이상,30.0
2017,인천,인천시,1765.4054794520548,인천시 서구 가람로 48(오류동 1610-4),3000,401.2,5.3,0.98678963110668,258.2,14.4,625.2,1.9,57.775,11.884,10.699000000000002,0.701,661538.0,1.0
2017,경기,김포시,2343.0,"김포시 양촌읍 황금로 127번길 217
(학운리 3082)",3400,288.7,1.6,0.99445791479044,183.3,9.0,249.8,0.5,69.251,6.462000000000001,8.193999999999999,0.03,293927.0,2.0
2017,경기,안성시,1337.5,안성시 공단1로 55,3000,99.0,1.2,0.987878787878788,84.0,8.8,73.9,2.3,27.503,7.053,2.76,0.131,42863.0,130.0
2017,경기,안성시,7283.4,안성시 미양면 제2공단 5길 28,11000,48.2,2.7,0.9439834024896264,68.3,13.3,84.9,4.0,23.846,8.331,1.982,0.239,90638.0,417.0
2017,경기,양주시,10412.1,양주시 남면 검준길 184,23000,442.7,1.7,0.9961599277162864,326.9,22.4,174.8,3.4,79.5,11.1,3.1,0.03,813.8,19.1
2017,경기,양주시,456.3,양주시 백석읍 권율로1253번길 52-21,1000,734.3,2.4,0.9967315810976439,435.3,18.1,753.6,5.4,70.355,6.643,10.487,0.113,376384.8,193.25
